player,normalized_player,pfr_player_id,gsis_id,cfb_player_id,draft_season,position,college,height_raw,height,weight,forty,vertical,broad,three_cone,short_shuttle,bench,combine_invite,combine_participation,pro_day_used,testing_source,ras_score,speed_score,burst_score,agility_score,ten_yard_split,twenty_yard_split,arm_length,hand_size,wingspan,bmi,testing_coverage_score,testing_notes
Baker Mayfield,bakermayfield,MayfBa00,00-0034855,baker-mayfield-1,2018,QB,Oklahoma,6-1,73.0,215.0,4.84,29.0,111.0,7.0,4.28,,1,1,0,nflverse_combine,,,,,,,,,,28.36273221992869,0.8888888888888888,
Ray-ray McCloud,rayraymccloud,McClRa00,00-0034407,ray-ray-mccloud-1,2018,WR,Clemson,5-9,69.0,190.0,4.53,34.5,113.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,28.0550304557866,0.7777777777777778,
Mike McCray,mikemccray,McCrMi01,,mike-mccray-2,2018,ILB,Michigan,6-4,76.0,243.0,4.76,31.5,119.0,7.09,4.25,16.0,1,1,0,nflverse_combine,,,,,,,,,,29.575657894736842,1.0,
Kc McDermott,kcmcdermott,McDeKC01,00-0034522,kc-mcdermott-1,2018,OG,Miami (FL),6-6,78.0,311.0,5.35,23.5,97.0,7.72,4.82,26.0,1,1,0,nflverse_combine,,,,,,,,,,35.935733070348455,1.0,
Tarvarus McFadden,tarvarusmcfadden,McFaTa00,00-0034095,tarvarus-mcfadden-1,2018,CB,Florida State,6-2,74.0,198.0,4.67,38.5,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.41891891891892,0.6666666666666666,
Mike McGlinchey,mikemcglinchey,McGlMi00,00-0034847,mike-mcglinchey-1,2018,OT,Notre Dame,6-8,80.0,309.0,,28.5,105.0,,,24.0,1,1,0,nflverse_combine,,,,,,,,,,33.94171875,0.6666666666666666,
R.J. McIntosh,rjmcintosh,McInR.00,00-0034848,,2018,DT,Miami (FL),6-4,76.0,286.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,34.80921052631579,0.3333333333333333,
Kahlil McKenzie,kahlilmckenzie,McKeKa00,00-0034731,,2018,DT,Tennessee,6-5,77.0,314.0,5.15,29.5,105.0,7.94,4.68,26.0,1,1,0,nflverse_combine,,,,,,,,,,37.23089897115871,1.0,
Quenton Meeks,quentonmeeks,MeekQu00,00-0034523,quenton-meeks-1,2018,DB,Stanford,6-2,74.0,205.0,,39.0,128.0,6.72,4.23,11.0,1,1,0,nflverse_combine,,,,,,,,,,26.31756756756757,0.8888888888888888,
Sony Michel,sonymichel,MichSo00,00-0034845,sony-michel-1,2018,RB,Georgia,5-11,71.0,214.0,4.54,,,,4.21,22.0,1,1,0,nflverse_combine,,,,,,,,,,29.84368180916485,0.6666666666666666,
Anthony Miller,anthonymiller,MillAn02,00-0034353,anthony-miller-6,2018,WR,Memphis,5-11,71.0,201.0,,,,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,28.03074786748661,0.4444444444444444,
Kolton Miller,koltonmiller,MillKo00,00-0034759,kolton-miller-1,2018,OT,UCLA,6-9,81.0,309.0,4.95,31.5,121.0,7.34,4.49,24.0,1,1,0,nflverse_combine,,,,,,,,,,33.108824874256975,1.0,
Steven Mitchell,stevenmitchell,MitcSt02,00-0034081,steven-mitchell-1,2018,WR,USC,5-10,70.0,189.0,4.56,32.5,121.0,6.75,4.4,13.0,1,1,0,nflverse_combine,,,,,,,,,,27.115714285714287,1.0,
Jmon Moore,jmonmoore,,,,2018,WR,Missouri,6-3,75.0,207.0,4.6,38.0,120.0,6.56,4.04,21.0,1,1,0,nflverse_combine,,,,,,,,,,25.8704,1.0,
D.J. Moore,djmoore,MoorD.00,00-0034827,dj-moore-3,2018,WR,Maryland,6-0,72.0,210.0,4.42,39.5,132.0,6.95,4.07,15.0,1,1,0,nflverse_combine,,,,,,,,,,28.47800925925926,1.0,
Kamrin Moore,kamrinmoore,MoorKa01,00-0034408,kamrin-moore-1,2018,CB,Boston Col.,5-11,71.0,200.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.891291410434437,0.3333333333333333,
Skai Moore,skaimoore,MoorSk00,00-0034090,skai-moore-1,2018,OLB,South Carolina,6-2,74.0,226.0,4.73,36.0,117.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.013513513513512,0.6666666666666666,
Ryan Nall,ryannall,NallRy00,00-0034597,ryan-nail-1,2018,RB,Oregon State,6-2,74.0,232.0,4.58,33.0,122.0,6.95,4.16,15.0,1,1,0,nflverse_combine,,,,,,,,,,29.783783783783782,1.0,
Siran Neal,siranneal,NealSi00,00-0034391,,2018,S,Jacksonville State,6-0,72.0,199.0,4.56,40.5,122.0,7.0,4.28,17.0,1,1,0,nflverse_combine,,,,,,,,,,26.98630401234568,1.0,
Nick Nelson,nicknelson,NelsNi00,00-0034767,nick-nelson-2,2018,CB,Wisconsin,5-11,71.0,208.0,4.52,,123.0,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,29.006943066851814,0.6666666666666666,
Quenton Nelson,quentonnelson,NelsQu00,00-0034342,quenton-nelson-1,2018,OG,Notre Dame,6-5,77.0,325.0,,26.5,105.0,7.65,4.62,35.0,1,1,0,nflverse_combine,,,,,,,,,,38.53516613256873,0.8888888888888888,
Bilal Nichols,bilalnichols,NichBi00,00-0034387,,2018,DT,Delaware,6-4,76.0,306.0,4.95,,,,,29.0,1,1,0,nflverse_combine,,,,,,,,,,37.24342105263158,0.5555555555555556,
Parry Nickerson,parrynickerson,NickPa00,00-0034274,parry-nickerson-1,2018,CB,Tulane,6-0,72.0,180.0,4.32,,,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,24.40972222222222,0.5555555555555556,
Derrick Nnadi,derricknnadi,NnadDe00,00-0034818,derrick-nnadi-1,2018,DT,Florida State,6-1,73.0,317.0,5.38,27.0,96.0,8.15,5.02,25.0,1,1,0,nflverse_combine,,,,,,,,,,41.81854006380184,1.0,
Kendrick Norton,kendricknorton,NortKe01,00-0034434,kendrick-norton-1,2018,DT,Miami (FL),6-3,75.0,314.0,5.25,,,,,30.0,1,1,0,nflverse_combine,,,,,,,,,,39.24302222222222,0.5555555555555556,
Joseph Noteboom,josephnoteboom,NoteJo00,00-0034803,joseph-noteboom-1,2018,OT,TCU,6-5,77.0,309.0,4.96,24.0,102.0,7.65,4.44,27.0,1,1,0,nflverse_combine,,,,,,,,,,36.63805026142688,1.0,
Uchenna Nwosu,uchennanwosu,NwosUc00,00-0034350,uchenna-nwosu-1,2018,EDGE,USC,6-3,75.0,251.0,4.65,32.0,119.0,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,31.369422222222223,0.7777777777777778,
Dorian O'daniel,dorianodaniel,ODanDo00,00-0034781,dorian-odaniel-1,2018,OLB,Clemson,6-1,73.0,223.0,4.61,32.0,119.0,6.64,4.07,21.0,1,1,0,nflverse_combine,,,,,,,,,,29.418089697879527,1.0,
Brian O'neill,brianoneill,ONeiBr00,00-0034158,brian-oneill-1,2018,OT,Pittsburgh,6-7,79.0,297.0,4.82,29.5,107.0,7.14,4.5,22.0,1,1,0,nflverse_combine,,,,,,,,,,33.45473481813812,1.0,
Chukwuma Okorafor,chukwumaokorafor,OkorCh00,00-0034768,chukwuma-okorafor-1,2018,OT,West. Michigan,6-6,78.0,320.0,5.31,23.5,102.0,7.87,4.8,19.0,1,1,0,nflverse_combine,,,,,,,,,,36.97567389875082,1.0,
Ogbonnia Okoronkwo,ogbonniaokoronkwo,OkorOg00,00-0034807,ogbonnia-okoronkwo-1,2018,EDGE,Oklahoma,6-1,73.0,253.0,4.77,38.0,121.0,,,27.0,1,1,0,nflverse_combine,,,,,,,,,,33.37568024019516,0.7777777777777778,
Isaiah Oliver,isaiaholiver,OlivIs00,00-0034357,isaiah-oliver-1,2018,CB,Colorado,6-1,73.0,190.0,4.5,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.064740101332333,0.4444444444444444,
Brandon Parker,brandonparker,ParkBr01,00-0034763,,2018,OT,North Carolina A&T,6-8,80.0,305.0,5.4,28.5,113.0,7.82,4.68,,1,1,0,nflverse_combine,,,,,,,,,,33.50234375,0.8888888888888888,
Timon Parris,timonparris,ParrTi00,00-0034102,,2018,OT,Stony Brook,6-6,78.0,312.0,,,,,,27.0,1,1,0,nflverse_combine,,,,,,,,,,36.05128205128205,0.4444444444444444,
Daron Payne,daronpayne,PaynDa00,00-0034333,daron-payne-1,2018,DT,Alabama,6-2,74.0,311.0,4.95,28.5,107.0,7.58,4.71,27.0,1,1,0,nflverse_combine,,,,,,,,,,39.92567567567568,1.0,
Rashaad Penny,rashaadpenny,PennRa00,00-0034750,rashaad-penny-1,2018,RB,San Diego State,5-11,71.0,220.0,4.46,32.5,120.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,30.68042055147788,0.7777777777777778,
Kamryn Pettway,kamrynpettway,,,kamryn-pettway-1,2018,RB,Auburn,6-0,72.0,233.0,4.74,33.5,116.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,31.597029320987655,0.7777777777777778,
Skyler Phillips,skylerphillips,,,,2018,OG,Idaho State,6-3,75.0,318.0,5.1,29.0,104.0,7.95,4.69,,1,1,0,nflverse_combine,,,,,,,,,,39.74293333333333,0.8888888888888888,
Cam Phillips,camphillips,PhilCa01,00-0034512,cam-phillips-1,2018,WR,Virginia Tech,6-0,72.0,201.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.25752314814815,0.3333333333333333,
Darius Phillips,dariusphillips,PhilDa02,00-0034683,darius-phillips-1,2018,CB,West. Michigan,5-10,70.0,190.0,4.54,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.259183673469387,0.4444444444444444,
Harrison Phillips,harrisonphillips,PhilHa00,00-0034782,harrison-phillips-1,2018,DT,Stanford,6-4,76.0,307.0,5.21,32.0,103.0,7.28,4.5,42.0,1,1,0,nflverse_combine,,,,,,,,,,37.36513157894737,1.0,
Eddy Pineiro,eddypineiro,PineEd00,00-0034173,eddy-pineiro-1,2018,K,Florida,6-0,72.0,185.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.087770061728396,0.3333333333333333,
Billy Price,billyprice,PricBi01,00-0034762,billy-price-1,2018,C,Ohio State,6-4,76.0,305.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,37.12171052631579,0.3333333333333333,
Byron Pringle,byronpringle,PrinBy00,00-0034297,byron-pringle-1,2018,WR,Kansas State,6-1,73.0,203.0,4.46,33.5,120.0,6.87,4.4,15.0,1,1,0,nflverse_combine,,,,,,,,,,26.77969600300244,1.0,
Jacob Pugh,jacobpugh,,,jacob-pugh-1,2018,OLB,Florida State,6-4,76.0,246.0,4.65,38.5,122.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.94078947368421,0.6666666666666666,
Scott Quessenberry,scottquessenberry,QuesSc00,00-0034392,scott-quessenberry-1,2018,C,UCLA,6-4,76.0,310.0,5.09,33.5,111.0,7.5,4.69,25.0,1,1,0,nflverse_combine,,,,,,,,,,37.73026315789474,1.0,
Trey Quinn,treyquinn,QuinTr00,00-0034339,trey-quinn-1,2018,WR,SMU,5-11,71.0,203.0,4.55,33.5,116.0,6.91,4.19,17.0,1,1,0,nflverse_combine,,,,,,,,,,28.309660781590953,1.0,
Frank Ragnow,frankragnow,RagnFr00,00-0034345,frank-ragnow-1,2018,C,Arkansas,6-5,77.0,312.0,,,,,,26.0,1,1,0,nflverse_combine,,,,,,,,,,36.99375948726598,0.4444444444444444,
Martinas Rankin,martinasrankin,RankMa00,00-0034824,martinas-rankin-1,2018,OL,Mississippi State,6-4,76.0,308.0,,,,,,24.0,1,1,0,nflverse_combine,,,,,,,,,,37.48684210526316,0.4444444444444444,
Max Redfield,maxredfield,,,,2018,S,Indiana (PA),6-1,73.0,205.0,4.69,,,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,27.043535372490147,0.5555555555555556,
D.J. Reed,djreed,ReedD.00,00-0034384,dj-reed-2,2018,CB,Kansas State,5-9,69.0,188.0,4.51,36.5,,,,11.0,1,1,0,nflverse_combine,,,,,,,,,,27.759714345725687,0.6666666666666666,
Justin Reid,justinreid,ReidJu00,00-0034361,justin-reid-1,2018,S,Stanford,6-1,73.0,204.0,4.4,36.5,128.0,6.65,4.15,16.0,1,1,0,nflverse_combine,,,,,,,,,,26.911615687746295,1.0,
Demario Richard,demariorichard,,,,2018,RB,Arizona State,5-9,69.0,218.0,4.7,29.5,115.0,,,12.0,1,1,0,nflverse_combine,,,,,,,,,,32.18945599663936,0.7777777777777778,
Will Richardson,willrichardson,RichWi01,00-0034380,will-richardson-1,2018,OT,North Carolina State,6-6,78.0,306.0,5.26,31.5,108.0,7.8,4.83,,1,1,0,nflverse_combine,,,,,,,,,,35.357988165680474,0.8888888888888888,
Calvin Ridley,calvinridley,RidlCa00,00-0034837,calvin-ridley-1,2018,WR,Alabama,6-0,72.0,189.0,4.43,31.0,110.0,6.88,4.41,15.0,1,1,0,nflverse_combine,,,,,,,,,,25.630208333333332,1.0,
Stephen Roberts,stephenroberts,,,stephen-roberts-2,2018,S,Auburn,5-11,71.0,189.0,4.53,34.0,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.357270382860545,0.6666666666666666,
Korey Robertson,koreyrobertson,RobeKo00,,korey-robertson-1,2018,WR,Southern Miss,6-1,73.0,212.0,4.56,34.0,123.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,27.96697316569713,0.7777777777777778,
Javon Rolland-Jones,javonrollandjones,,,,2018,EDGE,Arkansas State,6-2,74.0,253.0,4.88,,,,,23.0,1,1,0,nflverse_combine,,,,,,,,,,32.479729729729726,0.5555555555555556,
Josh Rosen,joshrosen,RoseJo01,00-0034343,josh-rosen-1,2018,QB,UCLA,6-4,76.0,226.0,4.92,31.0,111.0,7.09,4.28,,1,1,0,nflverse_combine,,,,,,,,,,27.50657894736842,0.8888888888888888,
Olubunmi Rotimi,olubunmirotimi,,,,2018,DE,Old Dominion,6-4,76.0,273.0,,32.0,113.0,7.46,4.7,21.0,1,1,0,nflverse_combine,,,,,,,,,,33.22697368421053,0.8888888888888888,
Mason Rudolph,masonrudolph,RudoMa00,00-0034771,mason-rudolph-1,2018,QB,Oklahoma State,6-5,77.0,235.0,4.9,26.0,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.863889357395852,0.5555555555555556,
Christian Sam,christiansam,SamxCh00,00-0034403,christian-sam-1,2018,ILB,Arizona State,6-2,74.0,244.0,4.75,32.0,114.0,7.03,4.25,28.0,1,1,0,nflverse_combine,,,,,,,,,,31.324324324324323,1.0,
Jaylen Samuels,jaylensamuels,SamuJa00,00-0034331,jaylen-samuels-1,2018,TE,North Carolina State,5-11,71.0,225.0,4.54,34.5,121.0,6.93,4.28,18.0,1,1,0,nflverse_combine,,,,,,,,,,31.37770283673874,1.0,
Dominick Sanders,dominicksanders,,,dominick-sanders-1,2018,S,Georgia,6-0,72.0,193.0,,,,,,14.0,1,1,0,nflverse_combine,,,,,,,,,,26.172646604938272,0.4444444444444444,
Tegray Scales,tegrayscales,ScalTe00,00-0034121,tegray-scales-1,2018,ILB,Indiana,6-0,72.0,230.0,4.77,,,,,27.0,1,1,0,nflverse_combine,,,,,,,,,,31.19020061728395,0.5555555555555556,
Bo Scarbrough,boscarbrough,ScarBo01,00-0034432,bo-scarbrough-1,2018,RB,Alabama,6-1,73.0,228.0,4.52,40.0,129.0,,4.34,14.0,1,1,0,nflverse_combine,,,,,,,,,,30.0776881215988,0.8888888888888888,
Dalton Schultz,daltonschultz,SchuDa00,00-0034383,dalton-schultz-1,2018,TE,Stanford,6-5,77.0,244.0,4.75,32.0,120.0,7.0,4.4,15.0,1,1,0,nflverse_combine,,,,,,,,,,28.93101703491314,1.0,
Jaleel Scott,jaleelscott,ScotJa02,00-0034267,jaleel-scott-1,2018,WR,New Mexico State,6-5,77.0,218.0,4.56,34.5,124.0,7.2,4.4,16.0,1,1,0,nflverse_combine,,,,,,,,,,25.84820374430764,1.0,
Jk Scott,jkscott,ScotJK00,00-0034162,jk-scott-3,2018,P,Alabama,6-6,78.0,208.0,4.83,30.5,114.0,7.28,4.41,,1,1,0,nflverse_combine,,,,,,,,,,24.034188034188034,0.8888888888888888,
Deadrin Senat,deadrinsenat,SenaDe00,00-0034363,deadrin-senat-1,2018,DT,South Florida,6-0,72.0,314.0,5.16,26.0,100.0,7.77,4.79,35.0,1,1,0,nflverse_combine,,,,,,,,,,42.58140432098765,1.0,
Greg Senat,gregsenat,SenaGr00,00-0034280,,2018,OT,Wagner,6-6,78.0,302.0,5.38,26.0,106.0,7.41,4.71,19.0,1,1,0,nflverse_combine,,,,,,,,,,34.89579224194609,1.0,
Tim Settle,timsettle,SettTi00,00-0034397,tim-settle-1,2018,DT,Virginia Tech,6-3,75.0,329.0,5.37,23.5,96.0,7.95,4.83,,1,1,0,nflverse_combine,,,,,,,,,,41.117688888888885,0.8888888888888888,
Coleman Shelton,colemanshelton,ShelCo00,00-0034114,coleman-shelton-1,2018,C,Washington,6-3,75.0,292.0,5.24,26.5,110.0,7.62,4.59,,1,1,0,nflverse_combine,,,,,,,,,,36.49351111111111,0.8888888888888888,
Nathan Shepherd,nathanshepherd,ShepNa00,00-0034760,,2018,DT,Fort Hays State,6-5,77.0,315.0,5.09,31.0,112.0,7.5,4.53,,1,1,0,nflverse_combine,,,,,,,,,,37.349468713105075,0.8888888888888888,
Nic Shimonek,nicshimonek,,,nic-shimonek-1,2018,QB,Texas Tech,6-3,75.0,220.0,4.88,28.5,101.0,7.28,4.32,,1,1,0,nflverse_combine,,,,,,,,,,27.49511111111111,0.8888888888888888,
Trequan Smith,trequansmith,,,,2018,WR,Central Florida,6-2,74.0,203.0,4.49,37.5,130.0,6.97,4.5,12.0,1,1,0,nflverse_combine,,,,,,,,,,26.06081081081081,1.0,
Andre Smith,andresmith,SmitAn04,00-0034430,andre-smith-7,2018,ILB,North Carolina,6-0,72.0,237.0,4.63,,,,,19.0,1,1,0,nflverse_combine,,,,,,,,,,32.139467592592595,0.5555555555555556,
Braden Smith,bradensmith,SmitBr06,00-0034836,braden-smith-2,2018,OG,Auburn,6-6,78.0,315.0,5.22,33.5,113.0,,4.77,35.0,1,1,0,nflverse_combine,,,,,,,,,,36.39792899408284,0.8888888888888888,
Roquan Smith,roquansmith,SmitRo07,00-0034874,roquan-smith-1,2018,OLB,Georgia,6-1,73.0,236.0,4.51,,,,,,1,1,0,nflverse_combine,,,,,,,,,,31.133045599549636,0.4444444444444444,
Van Smith,vansmith,SmitVa00,,van-smith-2,2018,S,Clemson,5-11,71.0,185.0,4.61,29.5,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.799444554651856,0.5555555555555556,
Durham Smythe,durhamsmythe,SmytDu00,00-0034798,durham-smythe-1,2018,TE,Notre Dame,6-5,77.0,253.0,4.81,31.0,110.0,7.17,4.23,18.0,1,1,0,nflverse_combine,,,,,,,,,,29.998144712430427,1.0,
Breeland Speaks,breelandspeaks,SpeaBr00,00-0034774,breeland-speaks-1,2018,DT,Mississippi,6-3,75.0,283.0,4.87,32.5,110.0,7.63,4.65,,1,1,0,nflverse_combine,,,,,,,,,,35.36871111111111,0.8888888888888888,
Taylor Stallworth,taylorstallworth,StalTa00,00-0034325,taylor-stallworth-1,2018,DT,South Carolina,6-2,74.0,312.0,5.28,23.5,101.0,7.95,4.75,18.0,1,1,0,nflverse_combine,,,,,,,,,,40.054054054054056,1.0,
M.J. Stewart,mjstewart,StewM.00,00-0034355,mj-stewart-1,2018,CB,North Carolina,5-11,71.0,200.0,4.54,35.0,118.0,6.9,4.28,18.0,1,1,0,nflverse_combine,,,,,,,,,,27.891291410434437,1.0,
Kentavius Street,kentaviusstreet,StreKe00,00-0034320,kentavius-street-1,2018,DE,North Carolina State,6-2,74.0,280.0,4.87,,,,,28.0,1,1,0,nflverse_combine,,,,,,,,,,35.945945945945944,0.5555555555555556,
Greg Stroman,gregstroman,StroGr00,00-0034337,greg-stroman-1,2018,CB,Virginia Tech,6-0,72.0,180.0,4.48,33.5,113.0,,4.45,16.0,1,1,0,nflverse_combine,,,,,,,,,,24.40972222222222,0.8888888888888888,
Chandon Sullivan,chandonsullivan,SullCh00,00-0034468,chandon-sullivan-1,2018,CB,Georgia State,5-11,71.0,195.0,4.6,40.5,134.0,,4.36,15.0,1,1,0,nflverse_combine,,,,,,,,,,27.194009125173576,0.8888888888888888,
Courtland Sutton,courtlandsutton,SuttCo00,00-0034348,courtland-sutton-1,2018,WR,SMU,6-3,75.0,218.0,4.54,35.5,124.0,6.57,4.11,18.0,1,1,0,nflverse_combine,,,,,,,,,,27.245155555555556,1.0,
Josh Sweat,joshsweat,SweaJo00,00-0034381,josh-sweat-1,2018,EDGE,Florida State,6-4,76.0,251.0,4.53,39.5,124.0,,4.28,,1,1,0,nflverse_combine,,,,,,,,,,30.549342105263158,0.7777777777777778,
Auden Tate,audentate,TateAu00,00-0034686,auden-tate-1,2018,WR,Florida State,6-5,77.0,228.0,4.68,31.0,112.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.033901163771294,0.6666666666666666,
Rod Taylor,rodtaylor,TaylRo01,00-0034441,rod-taylor-3,2018,OT,Mississippi,6-3,75.0,320.0,5.24,30.5,99.0,,,,1,1,0,nflverse_combine,,,,,,,,,,39.99288888888889,0.6666666666666666,
Wyatt Teller,wyattteller,TellWy00,00-0034399,wyatt-teller-1,2018,OG,Virginia Tech,6-4,76.0,314.0,5.24,29.0,114.0,7.45,4.84,30.0,1,1,0,nflverse_combine,,,,,,,,,,38.2171052631579,1.0,
Jordan Thomas,jordanthomas,,,jordan-thomas-3,2018,CB,Oklahoma,6-0,72.0,186.0,4.64,38.0,124.0,6.28,3.94,4.0,1,1,0,nflverse_combine,,,,,,,,,,25.22337962962963,1.0,
Chad Thomas,chadthomas,ThomCh06,00-0034770,chad-thomas-1,2018,DE,Miami (FL),6-6,78.0,281.0,4.92,29.0,116.0,,,,1,1,0,nflverse_combine,,,,,,,,,,32.469263642340565,0.6666666666666666,
Ian Thomas,ianthomas,ThomIa00,00-0034365,ian-thomas-3,2018,TE,Indiana,6-4,76.0,259.0,4.74,36.0,123.0,7.15,4.2,,1,1,0,nflverse_combine,,,,,,,,,,31.523026315789473,0.8888888888888888,
Jordan Thomas,jordanthomas,ThomJo05,00-0034420,jordan-thomas-6,2018,TE,Mississippi State,6-5,77.0,265.0,4.74,27.0,111.0,7.5,4.75,16.0,1,1,0,nflverse_combine,,,,,,,,,,31.42098161578681,1.0,
Matthew Thomas,matthewthomas,ThomMa00,00-0034341,matthew-thomas-2,2018,OLB,Florida State,6-3,75.0,232.0,4.58,41.5,131.0,6.85,4.28,,1,1,0,nflverse_combine,,,,,,,,,,28.994844444444446,0.8888888888888888,
Roc Thomas,rocthomas,ThomRo05,00-0034221,,2018,RB,Jacksonville State,5-10,70.0,198.0,4.56,35.5,125.0,,,16.0,1,1,0,nflverse_combine,,,,,,,,,,28.406938775510206,0.7777777777777778,
Trenton Thompson,trentonthompson,ThomTr03,,trenton-thompson-1,2018,DT,Georgia,6-4,76.0,288.0,5.06,32.5,111.0,7.68,4.56,,1,1,0,nflverse_combine,,,,,,,,,,35.05263157894737,0.8888888888888888,
Henre Toliver,henretoliver,,,,2018,CB,Arkansas,6-1,73.0,185.0,4.63,32.5,117.0,7.01,4.15,6.0,1,1,0,nflverse_combine,,,,,,,,,,24.40514167761306,1.0,
Kevin Toliver,kevintoliver,ToliKe00,00-0034603,,2018,CB,LSU,6-3,75.0,204.0,,33.0,120.0,,,10.0,1,1,0,nflverse_combine,,,,,,,,,,25.495466666666665,0.6666666666666666,
Brett Toth,bretttoth,TothBr00,00-0035743,brett-toth-1,2018,OT,Army,6-6,78.0,291.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,33.624753451676526,0.3333333333333333,
Johnny Townsend,johnnytownsend,TownJo01,00-0034684,johnny-townsend-1,2018,P,Florida,6-1,73.0,210.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.70313379620942,0.3333333333333333,
Shane Tripucka,shanetripucka,,,shane-tripucka-1,2018,P,Texas A&M,6-3,75.0,211.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.37031111111111,0.3333333333333333,
Salesi Uhatafe,salesiuhatafe,UhatSa00,00-0034155,salesi-uhatafe-1,2018,OG,Utah,6-5,77.0,310.0,5.4,28.0,109.0,7.7,4.9,,1,1,0,nflverse_combine,,,,,,,,,,36.75662000337325,0.8888888888888888,
Marquez Valdes-Scantling,marquezvaldesscantling,ValdMa00,00-0034272,marquez-valdes-scantling-1,2018,WR,South Florida,6-4,76.0,206.0,4.37,30.5,124.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,25.07236842105263,0.7777777777777778,
Vita Vea,vitavea,VeaxVi00,00-0034773,vita-vea-1,2018,DT,Washington,6-4,76.0,347.0,5.1,,,,,41.0,1,1,0,nflverse_combine,,,,,,,,,,42.233552631578945,0.5555555555555556,
Azeem Victor,azeemvictor,VictAz00,00-0034282,azeem-victor-1,2018,ILB,Washington,6-1,73.0,240.0,4.72,32.5,115.0,7.2,4.4,19.0,1,1,0,nflverse_combine,,,,,,,,,,31.66072433852505,1.0,
Dmontre Wade,dmontrewade,,,,2018,CB,Murray State,6-0,72.0,200.0,4.57,35.5,120.0,,4.4,15.0,1,1,0,nflverse_combine,,,,,,,,,,27.121913580246915,0.8888888888888888,
Akrum Wadley,akrumwadley,WadlAk00,,akrum-wadley-1,2018,RB,Iowa,5-10,70.0,194.0,4.54,32.0,,,,12.0,1,1,0,nflverse_combine,,,,,,,,,,27.833061224489796,0.6666666666666666,
Trey Walker,treywalker,,,,2018,S,Louisiana-Lafayette,6-2,74.0,200.0,4.51,33.0,119.0,7.0,4.28,14.0,1,1,0,nflverse_combine,,,,,,,,,,25.675675675675677,1.0,
Levi Wallace,leviwallace,WallLe00,00-0034514,levi-wallace-1,2018,CB,Alabama,6-0,72.0,183.0,4.63,33.0,,,,,1,1,0,nflverse_combine,,,,,,,,,,24.816550925925927,0.5555555555555556,
Mark Walton,markwalton,WaltMa00,00-0034679,mark-walton-1,2018,RB,Miami (FL),5-10,70.0,202.0,4.6,31.5,118.0,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,28.98081632653061,0.7777777777777778,
Denzel Ward,denzelward,WardDe02,00-0034856,denzel-ward-3,2018,CB,Ohio State,5-10,70.0,183.0,4.32,39.0,136.0,,,16.0,1,1,0,nflverse_combine,,,,,,,,,,26.254897959183673,0.7777777777777778,
Fred Warner,fredwarner,WarnFr00,00-0034815,fred-warner-1,2018,OLB,BYU,6-3,75.0,236.0,4.64,38.5,119.0,6.9,4.28,21.0,1,1,0,nflverse_combine,,,,,,,,,,29.494755555555557,1.0,
Chris Warren,chriswarren,WarrCh01,00-0034315,,2018,RB,Texas,6-2,74.0,247.0,4.69,33.0,121.0,6.98,4.18,25.0,1,1,0,nflverse_combine,,,,,,,,,,31.70945945945946,1.0,
James Washington,jameswashington,WashJa00,00-0034676,james-washington-5,2018,WR,Oklahoma State,5-11,71.0,213.0,4.54,34.5,120.0,7.11,4.32,14.0,1,1,0,nflverse_combine,,,,,,,,,,29.704225352112676,1.0,
Armani Watts,armaniwatts,WattAr00,00-0034680,armani-watts-1,2018,S,Texas A&M,5-11,71.0,205.0,,35.0,120.0,7.25,4.37,13.0,1,1,0,nflverse_combine,,,,,,,,,,28.5885736956953,0.8888888888888888,
Jester Weah,jesterweah,WeahJe01,00-0034633,jester-weah-1,2018,WR,Pittsburgh,6-2,74.0,211.0,4.43,38.0,129.0,7.24,4.41,15.0,1,1,0,nflverse_combine,,,,,,,,,,27.08783783783784,1.0,
