player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Nelson Spruce,11199,WR,COLORADO,2,4.05,4.05,,,2,143,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,3.5,4.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1.83,1,,,,,61.8,42.3,67.3,,73.8,47.2,,,,,0,0,2,100.0,,135.4,0.0,0,0,0,0,1,0,0.0,14,7.0
Christian Brumbaugh,20001,QB,WM & MARY,1,1.65,1.65,,,2,348,50.0,2,2,2.5,1.65,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0.58,0,,,,,61.8,54.4,65.5,,54.5,,,,,,0,0,2,50.0,0.0,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Ronald Butler,15360,WR,UTAH ST,2,2.55,2.0,,3.1,2,329,100.0,1,1,0.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.64,0,,,,,60.3,61.9,64.1,,60.6,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,3.1,0,0,0.0,,0,1,,1,50.0,0,0.59,0,,,,,61.8,47.1,71.7,,50.4,56.5,,57.3,,,0,0,2,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Nick Vigil,10721,LB,UTAH ST,1,0.5,0.5,,,2,329,100.0,2,2,-5.0,0.5,0,0,0.0,100.0,2,0,0.0,2,100.0,0,-0.12,0,,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,50.0,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Russell Bellomy,18591,QB,MICHIGAN,1,2.0,2.0,,,2,222,0.0,1,2,-3.0,2.0,1,0,0.0,0.0,0,0,,2,100.0,0,-1.39,0,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
David Porter Jr.,10149,WR,TCU,2,3.0,3.0,,,2,305,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,-1.0,3.0,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1.01,0,,,,,61.8,26.5,65.6,,28.6,,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,1,50.0,55,27.5
Dominique Allen,31009,QB,CITADEL,1,2.15,2.15,,,2,139,100.0,2,2,14.0,2.15,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2.32,0,,,,,61.8,85.5,65.5,,84.7,,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,26,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Matthew Miller,9788,WR,BOISE ST,2,3.05,3.05,,,2,120,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,17.5,3.05,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1.15,0,,,,,61.8,77.6,67.1,,90.8,54.3,,,,,0,0,2,50.0,0.0,97.9,0.0,0,0,0,0,1,0,0.0,7,3.5
Gabe Myles,47881,WR,MISS STATE,2,5.55,3.6,,7.5,2,227,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,5.55,0,0,0.0,100.0,1,1,0.0,2,100.0,0,0.69,0,,,,,61.8,80.9,65.8,,72.6,,,64.3,,,0,0,2,100.0,0.0,112.5,0.0,0,1,0,0,0,0,0.0,11,11.0
Bernard Davis,47836,WR,UMASS,2,4.15,4.15,,,2,216,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,9.0,4.15,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1.13,0,,,,,61.8,72.4,66.4,,72.2,,,,,,0,0,2,100.0,0.0,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0
Jalin Marshall,11259,WR,OHIO STATE,2,3.2,3.2,,,2,260,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,21.5,3.2,0,0,0.0,0.0,0,1,,2,100.0,0,-0.78,0,,,,,61.8,48.6,67.1,,46.9,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Alejandro Bennifield,26140,QB,CHATTNOOGA,1,3.25,3.3,,3.2,2,137,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,3.25,0,0,0.0,100.0,1,1,0.0,2,100.0,0,0.46,0,,,,,61.8,54.9,65.5,,60.4,,,57.3,,,0,0,2,100.0,0.0,112.5,0.0,0,1,0,0,0,0,0.0,11,11.0
Josh Bordner,14153,TE,BOSTON COL,2,3.4,3.4,,,2,121,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,29.5,3.4,0,0,0.0,50.0,1,0,50.0,2,100.0,1,0.23,0,,,,,61.8,81.6,67.5,,57.1,73.9,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,35,17.5
Cameron Thomas,30774,QB,W MICHIGAN,1,2.5,1.5,3.5,,2,347,100.0,1,1,-2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.48,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,3.5,0,0,,,0,1,,1,50.0,0,-1.73,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Damon Mitchell,27911,QB,ARKANSAS,1,5.0,4.3,,5.7,2,111,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,32.0,5.0,0,0,0.0,0.0,0,2,,2,100.0,0,-1.05,0,,,,,61.8,47.2,66.5,,37.1,,,63.2,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,1,50.0,0,0.0
Jeff Glover,20032,WR,E KENTUCKY,2,4.5,4.5,,,2,159,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,35.5,4.5,0,1,50.0,50.0,1,2,0.0,2,100.0,0,1.74,0,,,,,61.8,82.0,66.2,,83.3,,,,,,0,0,2,50.0,0.0,135.4,0.0,0,0,0,0,1,0,0.0,43,21.5
Logan Hallock,13857,QB,APP STATE,1,3.0,1.8,4.2,,2,108,0.0,1,1,27.0,1.8,0,0,0.0,0.0,0,1,,1,50.0,0,-1.64,0,,,,,60.3,50.5,63.6,,50.8,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.2,0,0,,,0,1,,1,50.0,0,-1.52,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Colton Huntsman,13850,TE,AIR FORCE,2,3.2,3.2,,,2,101,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,12.5,3.2,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1.53,0,,,,,61.8,57.7,65.2,,57.0,,,,,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,0,0,1,50.0,41,20.5
Marcus Terrell,28082,QB,ARKAPB,1,2.8,2.8,,,2,112,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,19.5,2.8,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1.12,0,,,,,61.8,64.6,65.5,,64.3,,,,,,0,0,2,50.0,0.0,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0
Daniel Braverman,10864,WR,W MICHIGAN,2,4.2,4.2,,,2,347,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,8.0,4.2,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.67,0,,,,,61.8,57.9,65.7,,57.9,,,,,,0,0,2,50.0,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5
Tyler Boyd,10689,WR,PITTSBURGH,2,4.3,2.8,,5.8,2,268,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,9.0,4.3,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.32,0,,,,,61.8,70.5,66.9,,77.2,,,57.3,,,0,0,2,50.0,,118.8,0.0,0,1,0,0,0,0,0.0,29,29.0
Jayme Taylor,45010,TE,NWESTERN,1,3.2,3.2,,,1,256,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.95,0,,,,,60.3,61.9,63.4,,60.4,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,17,17.0
Luke Turner,19141,WR,RICE,1,1.2,1.2,,,1,275,100.0,1,1,-1.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.96,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.0,63.8,,,60.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Quinton Pedroza,18427,WR,HAWAII,1,4.1,4.1,,,1,180,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,9.0,4.1,0,0,0.0,0.0,0,1,,1,100.0,0,-1.17,0,,,,,60.3,50.2,64.1,,52.8,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brandon Sheperd,19187,WR,OKLA STATE,1,3.3,3.3,,,1,262,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,7.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.95,0,,,,,60.3,60.3,63.8,,60.4,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0
Jonathan Wallace,17820,QB,AUBURN,1,3.3,3.3,,,1,115,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-8.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.88,0,,,,,60.3,61.9,63.4,,61.0,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Deontae Cooper,19676,HB,WASHINGTON,1,2.8,2.8,,,1,340,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-2.0,2.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-0.43,0,,,,,60.3,60.5,63.8,,60.6,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Darius Powell,17329,WR,UAB,1,7.0,,,7.0,1,321,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,-1.73,0,,,,,60.3,67.1,63.6,,,,,63.1,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
De'Mornay Pierson-El,48141,WR,NEBRASKA,1,4.0,4.0,,,1,238,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,16.0,4.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,2.75,0,,,,,60.3,75.3,64.1,,72.6,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
Chris Kearney,16728,WR,S JOSE ST,1,3.4,3.4,,,1,285,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,32.0,3.4,0,0,0.0,0.0,0,1,,1,100.0,0,-1.61,0,,,,,60.3,48.0,64.1,,50.1,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Terrell Johnson,16703,WR,BOISE ST,1,4.3,4.3,,,1,120,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,29.0,4.3,0,0,0.0,0.0,0,0,,1,100.0,0,-1.19,0,,,,,60.3,58.1,64.1,,58.4,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kris Kentera,16632,WR,VANDERBILT,1,3.8,,3.8,,1,333,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.8,0,0,,,0,1,,1,100.0,0,-5.6,0,,,,,,57.1,64.1,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Kevin Sousa,16463,QB,WAKE,1,3.6,3.6,,,1,339,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,8.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,-4.94,0,,,,,60.3,54.4,63.6,,54.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Josh Grady,16418,WR,VANDERBILT,1,9.9,9.9,,,1,333,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,31.0,9.9,0,0,0.0,0.0,0,1,,1,100.0,0,-1.13,0,,,,,60.3,79.1,64.1,,75.7,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Lloyd Mills,22079,WR,S DIEGO ST,1,3.5,3.5,,,1,284,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-4.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.0,0,,,,,60.3,61.9,67.8,,60.4,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Collin Michael,22534,QB,BUFFALO,1,2.5,2.5,,,1,126,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,29.0,2.5,0,0,0.0,0.0,0,0,,1,100.0,0,-1.38,0,,,,,60.3,51.6,63.6,,51.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jack Williams,22643,QB,KENT STATE,1,3.9,3.9,,,1,201,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.9,1,0,0.0,0.0,0,1,,1,100.0,0,0.13,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,100.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jake Howton,15953,WR,S ALABAMA,1,3.5,3.5,,,1,288,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,0.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,2.23,0,,,,,60.3,61.9,64.8,,60.4,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,28,28.0
Drake Johnson,23121,HB,MICHIGAN,1,2.8,2.8,,,1,222,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,2.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.55,0,,,,,60.3,65.2,63.8,,66.4,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Shane Tucker,23213,HB,MIDDLE TN,1,3.1,3.1,,,1,224,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,3.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.54,0,,,,,60.3,60.4,62.7,,60.4,,,,,,0,0,1,100.0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Shavarez Smith,15951,WR,S ALABAMA,1,8.3,,8.3,,1,288,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,8.3,0,0,,,0,1,,1,100.0,0,-3.48,0,,,,,60.3,56.5,63.4,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Julian Burton,15896,WR,MO STATE,1,4.3,4.3,,,1,230,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,5.0,4.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.44,0,,,,,60.3,61.9,64.1,,60.4,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Jojo Kemp,23914,HB,KENTUCKY,2,3.9,3.9,,,1,202,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,8.0,3.9,0,0,0.0,0.0,0,1,,1,100.0,0,-6.01,0,,,,,60.3,28.1,63.6,,28.6,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Matthew Flores,24460,HB,NWSTATE,1,3.1,3.1,,,1,257,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,3.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,2.25,0,,,,,60.3,60.7,62.7,,61.0,,,,,,0,0,1,100.0,0.0,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Joe Walker,24470,TE,ARMY,1,2.6,2.6,,,1,114,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.5,63.6,,,65.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,10.0,2.6,0,0,0.0,0.0,0,0,,1,100.0,0,-1.27,0,,,,,60.3,46.8,63.3,,46.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Daniel Hazlewood,24612,QB,NWSTATE,1,1.5,1.5,,,1,257,0.0,1,1,16.0,1.5,0,0,0.0,0.0,0,0,,1,100.0,0,-1.51,0,,,,,60.3,56.5,63.6,,56.6,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Zerick Rollins Jr.,15706,WR,ALCORN ST,1,1.9,1.9,,,1,107,100.0,1,1,7.0,1.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1.56,0,,,,,60.3,72.4,63.6,,71.9,,,,,,0,0,1,100.0,0.0,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Miles Gooch,15506,WR,VIRGINIA,1,3.4,3.4,,,1,335,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.49,0,,,,,60.3,88.9,66.2,,73.1,67.6,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Conor Rhoda,26179,QB,MINNESOTA,1,3.9,3.9,,,1,225,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.9,0,0,0.0,0.0,0,0,,1,100.0,0,-1.08,0,,,,,60.3,26.7,63.6,,27.2,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jordan Wilkins,26618,HB,OLE MISS,1,2.5,2.5,,,1,226,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,6.0,2.5,0,0,0.0,0.0,0,1,,1,100.0,0,-1.05,0,,,,,60.3,51.4,66.4,,41.1,60.0,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Brion Carnes,15362,QB,N IOWA,1,1.7,1.7,,,1,255,0.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,-2.23,0,,,,,60.3,53.9,63.6,,54.1,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Chase Favreau,27423,WR,S DIEGO ST,1,4.0,4.0,,,1,284,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,28.0,4.0,0,0,0.0,0.0,0,1,,1,100.0,0,-2.78,0,,,,,60.3,48.9,64.8,,50.8,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Landon Smith,15003,WR,OHIO,1,6.4,,,6.4,1,259,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.4,0,0,,,0,0,,1,100.0,0,1.01,0,,,,,60.3,51.7,64.1,,,,,57.3,,,0,0,1,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Noah Copeland,14877,HB,NAVY,1,3.4,3.4,,,1,237,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,17.0,3.4,0,1,100.0,0.0,0,0,100.0,1,100.0,1,-1.77,0,,,,,60.3,79.6,63.8,,85.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jameon Lewis,14749,WR,MISS STATE,1,3.6,3.6,,,1,227,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,3.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,3.09,0,,,,,60.3,61.9,63.4,,60.4,,,,,,0,0,1,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Brandon Cox,28002,WR,ARK STATE,1,3.3,3.3,,,1,113,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,31.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,-1.02,0,,,,,60.3,48.1,65.4,,49.9,56.8,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
