player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_snap,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_snap,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jack West,83558,QB,STANFORD,1,2.13,2.13,,,19,300,73.3,15,15,12.0,1.99,0,1,6.7,73.3,11,4,0.0,15,78.9,0,0.62,6,,,,,66.4,67.4,71.4,,67.0,,,,,,,0,0,15,46.7,0.0,101.3,0.0,0,0,0,0,0,0,0.0,137,9.1,100.0,3,4,5.0,2.65,1,0,0.0,50.0,2,1,33.3,4,21.1,1,-0.2,1,,,,,63.8,62.9,68.1,,62.7,,,,,,,0,0,5,25.0,0.0,61.5,0.0,0,0,0,0,0,0,0.0,17,4.3
Connor Genal,98366,QB,NEW MEXICO,2,2.58,2.58,,,18,241,88.9,9,9,2.1,1.56,0,0,0.0,88.9,8,2,0.0,9,50.0,0,0.49,4,,,,,65.4,66.3,70.1,,66.0,,,,,,,0,0,10,55.6,0.0,95.8,0.0,0,0,0,0,0,0,0.0,63,7.0,50.0,8,9,11.8,3.6,0,1,11.1,33.3,3,4,25.0,9,50.0,1,-0.76,2,,,,,65.1,27.7,69.8,,27.9,,,,,,,0,2,9,33.3,0.0,6.5,0.0,0,0,0,1,0,2,22.2,35,3.9
Rhett Rodriguez,60332,QB,ARIZONA,1,2.43,2.48,,4.1,18,109,54.5,11,11,6.4,2.07,0,0,0.0,36.4,4,4,33.3,11,61.1,2,-1.41,2,,,,,65.6,28.9,70.4,,29.1,,,,,,,0,2,11,9.1,0.0,5.3,0.0,0,0,0,0,0,1,9.1,30,2.7,75.0,4,5,13.5,3.5,0,0,0.0,60.0,3,1,0.0,6,33.3,0,0.0,0,,,,,64.2,49.7,68.6,,53.0,,,57.3,,,,0,0,6,50.0,0.0,70.4,0.0,0,1,0,1,0,0,0.0,22,4.4
Nick Ast,60416,QB,KANSAS ST,2,2.66,2.34,3.43,4.8,18,199,62.5,8,8,6.4,1.89,0,0,0.0,50.0,4,1,20.0,9,50.0,1,-0.73,0,,,,,65.1,54.4,69.8,,54.4,,,,,,,0,0,9,33.3,100.0,58.9,11.1,1,0,0,0,0,0,0.0,29,3.6,66.7,6,6,11.2,3.43,0,0,0.0,50.0,3,4,25.0,9,50.0,1,-0.9,1,,,,,65.4,51.9,70.1,,53.8,,,57.8,,,,0,0,10,22.2,50.0,60.4,22.2,2,1,0,0,0,1,10.0,24,4.0
T.J. DeShields,77700,QB,AKRON,2,2.71,2.63,2.7,6.5,18,102,71.4,7,8,3.9,1.81,1,0,0.0,25.0,2,0,60.0,8,44.4,3,-1.62,1,,,,,64.9,42.0,69.5,,42.1,,,,,,,0,1,8,0.0,,0.0,0.0,0,0,0,0,0,1,12.5,5,0.6,66.7,6,7,5.5,3.8,0,0,0.0,57.1,4,4,0.0,9,50.0,0,-0.82,1,,,,,18.5,27.4,70.4,,37.5,,,42.7,,,,1,0,11,22.2,25.0,73.5,11.1,1,1,0,0,0,2,18.2,40,5.7
Ben Wooldridge,82115,QB,FRESNO ST,2,2.45,2.38,,3.6,17,169,50.0,8,9,8.5,1.79,1,1,11.1,44.4,4,1,0.0,9,52.9,0,-0.13,2,,,,,65.1,72.3,69.8,,71.8,,,,,,,0,0,9,33.3,0.0,58.6,0.0,0,0,0,0,0,0,0.0,42,4.7,66.7,6,7,6.0,3.2,0,0,0.0,57.1,4,3,0.0,8,47.1,0,0.4,4,,,,,65.6,67.2,70.4,,62.8,,,64.2,,,,0,0,11,50.0,0.0,94.3,0.0,0,1,0,1,0,0,0.0,75,10.7
Desmond Hunter,91854,QB,LINC BL TG,1,2.55,2.09,2.2,4.63,17,948,87.5,8,8,-0.4,1.59,0,0,0.0,87.5,7,1,0.0,9,52.9,0,-1.16,1,,,,,64.9,65.3,69.8,,65.0,,,,,,,0,0,9,11.1,100.0,79.2,11.1,1,0,0,0,0,0,0.0,14,1.8,50.0,4,5,7.8,3.63,0,0,0.0,40.0,2,4,0.0,8,47.1,0,-1.08,0,,,,,64.6,48.2,69.5,,59.6,,,49.9,,,,1,1,8,0.0,0.0,8.3,0.0,0,3,0,0,0,0,0.0,-3,-0.6
Cammon Cooper,83591,QB,WASH STATE,2,2.84,2.49,,5.45,17,341,85.7,7,8,4.3,1.94,1,0,0.0,75.0,6,1,0.0,8,47.1,0,-0.38,1,,,,,64.9,66.0,69.5,,65.7,,,,,,,0,0,8,62.5,0.0,87.0,0.0,0,0,0,0,0,0,0.0,43,5.4,83.3,6,7,10.7,3.64,0,0,0.0,57.1,4,3,20.0,9,52.9,1,0.21,4,,,,,65.4,64.8,70.1,,63.4,,,62.0,,,,0,0,10,55.6,0.0,78.3,0.0,0,2,0,1,0,1,10.0,48,6.9
Joey Carino,142211,QB,ALBANY,1,2.93,2.57,3.2,4.35,17,106,40.0,5,5,18.4,2.18,0,0,0.0,40.0,2,2,0.0,6,35.3,0,-0.74,2,,,,,13.8,39.8,68.6,,40.1,,,,,,,0,0,6,33.3,50.0,53.8,16.7,1,0,0,0,0,1,16.7,22,4.4,66.7,6,6,8.3,3.34,0,0,0.0,66.7,4,6,0.0,11,64.7,0,-0.31,3,,,,,65.1,39.2,70.4,,43.2,,,52.9,,,,0,0,11,27.3,50.0,126.4,27.3,3,2,0,0,1,1,9.1,42,7.0
Quincy Hill,78485,QB,SCAR STATE,2,2.25,2.14,4.0,,17,290,53.8,13,13,9.3,1.86,0,0,0.0,46.2,6,0,14.3,13,76.5,1,-0.45,4,,,,,66.0,29.8,71.0,,30.0,,,,,,,0,1,13,38.5,,55.0,0.0,0,0,0,0,1,2,15.4,65,5.0,66.7,3,3,19.7,3.53,0,0,0.0,33.3,1,2,50.0,4,23.5,1,-0.42,1,,,,,63.8,58.7,68.1,,63.5,,,57.0,,,,0,0,5,25.0,50.0,46.5,25.0,1,0,0,0,0,0,0.0,12,4.0
Seth Boomer,77643,QB,TULSA,1,3.32,2.87,4.1,5.03,17,320,66.7,6,6,3.8,1.77,0,0,0.0,66.7,4,0,0.0,6,35.3,0,-0.12,2,,,,,64.2,29.5,68.6,,29.6,,,,,,,0,1,6,50.0,,39.6,0.0,0,0,0,0,0,1,16.7,31,5.2,50.0,6,7,8.5,4.17,0,0,0.0,42.9,3,4,0.0,11,64.7,0,0.22,4,,,,,65.8,57.1,70.7,,50.1,,,66.3,,,,0,0,12,36.4,25.0,55.1,9.1,1,3,0,1,0,0,0.0,29,4.1
Gavin Beerup,128404,QB,WYOMING,2,3.54,3.22,3.95,5.2,17,351,0.0,1,1,0.0,1.9,0,0,0.0,0.0,0,0,,1,5.9,0,-5.25,0,,,,,60.3,54.8,63.6,,55.3,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,25.0,12,12,17.8,3.64,0,0,0.0,16.7,2,6,33.3,16,94.1,1,-0.77,1,,,,,66.5,27.7,71.6,,28.2,,,52.8,,,,0,2,16,12.5,33.3,0.3,12.5,2,2,0,0,0,2,12.5,37,3.1
Lance LeGendre,97779,QB,MARYLAND,2,2.39,2.06,4.85,,17,215,90.0,10,10,2.7,1.69,0,0,0.0,90.0,9,1,0.0,10,58.8,0,0.19,2,,,,,65.4,74.2,70.1,,73.7,,,,,,,0,0,10,40.0,0.0,94.2,0.0,0,0,0,0,0,0,0.0,66,6.6,60.0,5,5,13.8,3.39,0,0,0.0,60.0,3,2,0.0,7,41.2,0,-1.1,1,,,,,64.6,45.2,69.1,,45.3,,,,,,,0,2,7,14.3,100.0,37.5,28.6,2,0,0,0,0,0,0.0,30,6.0
Kam Williams,78463,QB,AUSTINPEAY,1,2.05,1.95,2.8,,17,116,75.0,12,13,4.3,1.79,1,0,0.0,61.5,8,1,11.1,13,76.5,1,-0.63,1,,,,,66.0,33.2,71.0,,33.5,,,,,,,0,1,13,15.4,0.0,33.8,0.0,0,0,0,0,0,1,7.7,20,1.5,100.0,1,2,20.0,2.9,0,1,50.0,50.0,1,4,0.0,4,23.5,0,0.2,1,,,,,10.7,50.6,67.4,,50.7,,,,,,,1,0,4,25.0,50.0,85.4,50.0,2,0,0,0,0,1,25.0,20,10.0
Collin Schlee,98025,QB,KENT STATE,3,2.87,2.64,1.8,4.9,16,201,87.5,8,8,1.4,1.67,0,1,12.5,75.0,6,1,14.3,9,56.3,1,0.44,6,,,,,64.9,76.6,69.8,,76.1,,,,,,,0,0,9,55.6,100.0,145.8,11.1,1,0,0,0,2,0,0.0,80,10.0,66.7,3,5,32.0,4.41,0,2,40.0,20.0,1,3,50.0,7,43.8,1,0.35,2,,,,,14.6,81.6,69.1,,82.0,,,62.8,,,,0,0,7,42.9,0.0,54.6,0.0,0,2,0,2,0,1,14.3,33,6.6
Mike Fallon,75881,QB,UMASS,1,3.41,2.36,8.4,5.93,16,216,62.5,8,8,7.0,1.86,0,0,0.0,50.0,4,1,20.0,8,50.0,1,-1.47,0,,,,,64.9,61.4,69.5,,61.2,,,,,,,0,1,8,0.0,0.0,16.7,0.0,0,0,0,0,0,0,0.0,16,2.0,100.0,4,4,4.8,4.95,0,0,0.0,75.0,3,5,25.0,8,50.0,1,0.51,3,,,,,64.9,90.2,69.5,,82.2,,,72.4,,,,0,0,8,50.0,20.0,90.6,12.5,1,3,0,0,0,0,0.0,25,6.3
DeAndre Clayton,109044,QB,MOREHEAD,2,3.24,2.74,4.35,3.95,16,234,60.0,5,5,8.0,2.04,0,0,0.0,60.0,3,2,0.0,5,31.3,0,-1.18,0,,,,,63.8,42.3,68.1,,42.6,,,,,,,0,1,5,20.0,0.0,25.0,0.0,0,0,0,0,0,1,20.0,13,2.6,80.0,5,5,16.4,3.79,0,1,20.0,80.0,4,8,0.0,11,68.8,0,0.13,3,,,,,65.6,65.1,70.4,,82.4,,,47.2,,,,0,0,11,45.5,25.0,115.0,18.2,2,4,0,0,0,0,0.0,58,11.6
Miller Mosley,64159,QB,GA SOUTHRN,2,2.48,2.47,2.7,,16,174,62.5,8,8,8.8,2.03,0,0,0.0,62.5,5,1,0.0,8,50.0,0,0.46,3,,,,,64.9,68.1,69.5,,67.8,,,,,,,0,1,8,50.0,0.0,106.3,0.0,0,0,0,0,1,0,0.0,114,14.3,50.0,6,7,12.2,2.94,1,1,11.1,14.3,1,4,66.7,8,50.0,2,-1.79,1,,,,,17.6,26.2,70.1,,26.5,,,,,,,0,1,10,12.5,25.0,0.0,12.5,1,0,0,0,0,3,30.0,17,2.4
JD Head,122677,QB,LA TECH,1,2.22,2.09,3.15,,16,208,87.5,8,8,2.4,1.71,0,0,0.0,75.0,6,0,14.3,8,50.0,1,0.28,4,,,,,64.9,63.3,69.5,,63.1,,,,,,,0,0,8,62.5,,88.0,0.0,0,0,0,0,0,0,0.0,45,5.6,83.3,6,6,13.7,2.73,0,1,16.7,50.0,3,2,40.0,8,50.0,2,-0.99,1,,,,,64.9,47.3,69.5,,47.4,,,,,,,0,1,8,12.5,100.0,27.1,25.0,2,0,0,0,0,1,12.5,33,5.5
Ben Bryant,77655,QB,CINCINNATI,4,2.24,2.01,2.8,4.9,16,138,90.9,11,11,5.5,1.8,0,0,0.0,81.8,9,2,10.0,11,68.8,1,0.09,4,,,,,65.6,79.7,70.4,,79.1,,,,,,,0,0,11,45.5,0.0,97.0,0.0,0,0,0,0,0,0,0.0,80,7.3,66.7,3,3,11.7,3.2,0,1,16.7,66.7,2,2,0.0,5,31.3,0,-0.22,1,,,,,64.9,54.7,69.5,,57.1,,,57.8,,,,0,0,8,20.0,50.0,111.1,20.0,1,1,0,0,1,0,0.0,10,3.3
Brandon Robinson,82141,QB,RHODE ISLD,3,2.91,2.36,3.5,5.65,16,274,83.3,6,6,6.5,1.78,0,0,0.0,66.7,4,0,20.0,6,37.5,1,0.98,3,,,,,64.2,73.4,68.6,,73.0,,,,,,,0,0,6,66.7,,95.1,0.0,0,0,0,0,0,0,0.0,54,9.0,50.0,6,6,12.8,3.59,0,0,0.0,50.0,3,5,0.0,10,62.5,0,-0.16,1,,,,,65.4,46.4,70.1,,49.8,,,54.4,,,,0,1,10,30.0,40.0,52.8,20.0,2,2,0,0,0,1,10.0,70,11.7
Armani Rogers,40034,QB,OHIO,3,3.25,2.46,4.07,4.8,15,259,80.0,5,5,5.6,1.82,0,0,0.0,60.0,3,0,25.0,5,33.3,1,-0.33,1,,,,,63.8,52.2,68.1,,52.3,,,,,,,0,0,5,60.0,,104.2,0.0,0,0,0,0,1,0,0.0,12,2.4,66.7,3,4,9.7,3.96,0,0,0.0,50.0,2,7,0.0,10,66.7,0,-0.45,3,,,,,65.4,53.8,70.1,,54.1,,,58.2,,,,1,0,10,40.0,42.9,81.3,30.0,3,3,0,0,0,0,0.0,36,9.0
Zach Borisch,83230,HB,IDAHO,2,3.07,2.73,4.6,4.4,15,185,20.0,5,5,7.4,1.9,0,0,0.0,20.0,1,0,0.0,5,33.3,0,-2.04,1,,,,,64.2,31.4,68.6,,32.0,,,,,,,0,1,6,20.0,,0.0,0.0,0,0,0,0,0,1,16.7,10,2.0,71.4,7,7,9.0,3.66,0,0,0.0,71.4,5,3,0.0,10,66.7,0,0.48,4,,,,,65.6,48.9,70.4,,38.6,,,70.0,,,,0,1,11,50.0,33.3,100.3,10.0,1,2,0,0,1,1,9.1,65,9.3
Dq Vinson,103946,QB,WAGNER,1,2.78,2.04,4.7,3.97,15,338,62.5,8,8,8.8,1.7,0,1,11.1,62.5,5,0,0.0,8,53.3,0,0.11,2,,,,,65.1,64.4,69.8,,64.1,,,,,,,0,0,9,37.5,,80.7,0.0,0,0,0,0,0,0,0.0,51,6.4,0.0,1,2,11.0,4.01,0,0,0.0,0.0,0,4,,7,46.7,0,-0.98,1,,,,,64.6,50.5,69.1,,49.5,,,58.3,,,,0,1,7,42.9,50.0,0.0,28.6,2,3,0,1,0,0,0.0,0,0.0
Gage Moloney,60414,QB,JAMES MAD,3,2.59,2.42,2.5,4.9,15,197,71.4,7,8,13.3,2.05,1,0,0.0,62.5,5,0,0.0,8,53.3,0,1.16,4,,,,,65.6,71.5,70.4,,71.0,,,,,,,0,0,11,50.0,,125.0,0.0,0,0,0,0,1,0,0.0,60,7.5,66.7,3,5,13.7,3.21,0,0,0.0,40.0,2,4,0.0,7,46.7,0,-0.1,2,,,,,64.6,51.2,69.1,,54.4,,,57.3,,,,2,0,7,28.6,25.0,57.1,14.3,1,1,0,0,0,0,0.0,26,5.2
Johnny Langan,77617,QB,RUTGERS,8,2.33,1.89,,5.2,15,278,90.0,10,10,3.2,1.41,0,0,0.0,90.0,9,2,0.0,10,66.7,0,0.43,4,,,,,65.8,62.9,70.7,,62.6,,,,,,,0,0,12,50.0,0.0,143.8,0.0,0,0,0,0,2,0,0.0,90,9.0,50.0,2,3,17.0,4.18,0,0,0.0,33.3,1,3,0.0,5,33.3,0,-0.81,1,,,,,64.9,40.3,70.0,,33.9,,,62.2,,,,1,1,8,40.0,0.0,2.8,0.0,0,2,0,0,0,2,25.0,2,0.7
James Graham,77621,QB,GA TECH,1,2.52,2.28,4.0,4.1,15,176,85.7,7,8,6.4,1.64,1,0,0.0,50.0,4,1,33.3,8,53.3,2,0.35,2,,,,,65.1,73.3,69.8,,72.8,,,,,,,0,0,9,37.5,0.0,72.9,0.0,0,0,0,0,0,0,0.0,56,7.0,75.0,4,5,16.3,3.53,0,0,0.0,40.0,2,4,33.3,7,46.7,1,-0.7,2,,,,,64.6,66.2,69.1,,71.9,,,56.2,,,,0,0,7,28.6,25.0,59.6,14.3,1,1,0,1,0,0,0.0,29,5.8
Trent Tompkins,103944,QB,UC DAVIS,2,3.51,2.82,,5.25,14,322,80.0,5,5,7.8,1.7,0,0,0.0,80.0,4,0,0.0,5,35.7,0,0.99,2,,,,,63.8,70.2,68.1,,69.8,,,,,,,0,0,5,60.0,,140.4,0.0,0,0,0,0,1,0,0.0,41,8.2,20.0,5,5,13.4,4.52,0,0,0.0,20.0,1,4,0.0,9,64.3,0,0.13,5,,,,,65.1,75.2,69.8,,47.2,,,83.9,,,,0,0,9,55.6,0.0,39.6,0.0,0,4,0,0,0,0,0.0,11,2.2
Brendon Lewis,131687,QB,COLORADO,1,3.72,3.32,,4.73,14,143,100.0,1,1,3.0,1.7,0,0,0.0,100.0,1,0,0.0,1,7.1,0,-0.44,0,,,,,61.8,48.5,65.5,,48.8,,,,,,,0,0,2,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,71.4,7,9,17.0,3.88,0,1,9.1,55.6,5,4,0.0,13,92.9,0,0.45,5,,,,,66.2,67.3,71.4,,60.6,,,68.4,,,,0,0,15,61.5,0.0,90.5,0.0,0,4,0,2,0,0,0.0,91,10.1
Dresser Winn,63583,QB,TENN MARTN,3,3.05,2.97,3.3,3.4,14,310,80.0,5,5,-0.2,1.42,0,0,0.0,80.0,4,2,0.0,5,35.7,0,-0.76,0,,,,,63.8,57.9,68.1,,57.8,,,,,,,0,0,5,40.0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,75.0,4,6,15.8,3.96,0,0,0.0,33.3,2,8,33.3,9,64.3,1,-0.16,2,,,,,18.5,46.9,70.4,,35.5,,,69.3,,,,0,0,11,44.4,25.0,42.4,22.2,2,1,0,2,0,1,9.1,15,2.5
Mitch Griffis,123386,QB,WAKE,2,3.04,3.02,3.2,,14,339,50.0,2,3,22.0,2.1,1,0,0.0,33.3,1,1,0.0,3,21.4,0,-0.33,1,,,,,63.8,72.1,68.1,,71.7,,,,,,,0,0,5,33.3,0.0,67.4,0.0,0,0,0,0,0,0,0.0,27,9.0,33.3,9,10,10.2,3.29,0,0,0.0,30.0,3,5,0.0,11,78.6,0,-0.1,3,,,,,19.6,43.5,70.7,,43.7,,,,,,,0,0,12,27.3,20.0,72.9,9.1,1,0,0,1,1,1,8.3,29,2.9
Thomas MacVittie,41467,QB,KANSAS,2,2.3,1.68,3.0,4.13,14,198,75.0,8,8,0.9,1.33,0,0,0.0,62.5,5,0,16.7,8,57.1,1,-1.83,0,,,,,65.4,59.3,70.1,,59.1,,,,,,,0,1,10,0.0,,27.1,0.0,0,0,0,0,0,0,0.0,15,1.9,100.0,2,2,23.5,3.6,0,0,0.0,50.0,1,2,50.0,6,42.9,1,0.9,3,,,,,64.6,92.2,69.1,,88.1,,,75.6,,,,0,0,7,66.7,50.0,70.8,16.7,1,3,0,0,0,0,0.0,13,6.5
Blake Short,122117,QB,STF AUSTIN,1,2.28,2.28,,,14,301,88.9,9,9,-0.1,1.73,0,0,0.0,88.9,8,0,0.0,9,64.3,0,0.06,3,,,,,65.1,73.1,69.8,,72.7,,,,,,,0,0,9,44.4,,84.7,0.0,0,0,0,0,0,0,0.0,39,4.3,60.0,5,5,13.0,3.26,0,0,0.0,60.0,3,1,0.0,5,35.7,0,-0.09,2,,,,,63.8,50.3,68.1,,50.4,,,,,,,0,0,5,60.0,0.0,82.1,0.0,0,0,0,0,0,0,0.0,36,7.2
Javon Williams Jr.,87540,HB,S ILLINOIS,7,2.92,2.92,,,14,295,100.0,5,5,2.2,1.38,0,0,0.0,100.0,5,0,0.0,5,35.7,0,1.53,3,,,,,63.8,75.5,68.1,,75.1,,,,,,,0,0,5,80.0,,158.3,0.0,0,0,0,0,1,0,0.0,97,19.4,80.0,5,9,28.2,3.78,0,4,36.4,44.4,4,6,0.0,9,64.3,0,0.89,4,,,,,65.6,93.7,70.9,,93.2,,,,,,,0,0,11,44.4,0.0,130.8,0.0,0,0,0,4,2,0,0.0,140,15.6
Davis Beville,99588,QB,PITTSBURGH,6,3.02,2.5,3.75,6.8,13,268,71.4,7,7,3.1,1.99,0,0,0.0,42.9,3,1,40.0,7,53.8,2,-1.34,1,,,,,64.9,50.7,69.5,,50.6,,,,,,,0,0,8,0.0,0.0,50.3,0.0,0,0,0,0,0,0,0.0,4,0.6,66.7,3,3,6.3,4.23,0,0,0.0,66.7,2,4,0.0,6,46.2,0,0.02,2,,,,,64.2,74.3,68.6,,68.0,,,64.1,,,,0,0,6,33.3,50.0,93.8,33.3,2,1,0,0,0,0,0.0,26,8.7
Devin Williams,41429,QB,TEXAS STHN,1,2.13,1.81,3.0,4.8,13,313,70.0,10,10,4.5,1.69,0,0,0.0,60.0,6,1,14.3,10,76.9,1,-0.73,2,,,,,65.4,31.9,70.1,,32.2,,,,,,,0,1,10,40.0,0.0,27.5,0.0,0,0,0,0,0,2,20.0,36,3.6,100.0,1,1,-4.0,3.6,0,0,0.0,100.0,1,2,0.0,3,23.1,0,-0.71,0,,,,,62.7,53.0,66.6,,58.9,,,57.3,,,,0,0,3,33.3,50.0,91.7,33.3,1,1,0,0,0,0,0.0,6,6.0
Hunter Helms,122149,QB,CLEMSON,3,2.12,2.03,3.2,,13,140,90.9,11,11,1.9,1.95,0,0,0.0,81.8,9,2,10.0,11,84.6,1,0.47,4,,,,,65.6,86.2,70.4,,85.5,,,,,,,0,0,11,36.4,0.0,135.4,0.0,0,0,0,0,2,0,0.0,77,7.0,0.0,1,1,16.0,3.0,0,0,0.0,0.0,0,1,,2,15.4,0,-1.89,0,,,,,61.8,45.7,65.5,,46.1,,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Zach Gwynn,77654,QB,DELAWARE,5,2.77,2.22,4.7,4.4,13,151,66.7,6,6,4.3,1.8,0,0,0.0,33.3,2,2,50.0,6,46.2,2,-0.19,1,,,,,64.2,57.9,68.6,,57.8,,,,,,,0,0,6,33.3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,16,2.7,100.0,4,4,10.0,3.6,0,0,0.0,100.0,4,3,0.0,7,53.8,0,0.48,3,,,,,64.9,72.3,69.5,,76.6,,,57.3,,,,0,0,8,42.9,66.7,111.5,28.6,2,1,0,0,0,0,0.0,43,10.8
Prince-Dru Bey,109840,QB,MERRIMACK,1,3.14,2.43,3.3,4.93,13,385,50.0,4,4,3.0,1.25,0,0,0.0,50.0,2,1,0.0,4,30.8,0,-0.3,0,,,,,63.3,59.4,67.4,,59.3,,,,,,,0,0,4,25.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,4,4,19.8,3.98,0,0,0.0,25.0,1,4,50.0,9,69.2,1,-0.31,2,,,,,65.1,64.3,69.8,,57.2,,,66.3,,,,0,0,9,33.3,50.0,47.9,22.2,2,3,0,0,0,0,0.0,20,5.0
Weston Eget,97802,QB,NEW MEX ST,1,3.53,2.94,,4.73,12,242,100.0,3,3,1.0,1.5,0,0,0.0,100.0,3,0,0.0,3,25.0,0,0.63,1,,,,,62.7,74.3,66.6,,73.9,,,,,,,0,0,3,66.7,,128.5,0.0,0,0,0,0,1,0,0.0,16,5.3,100.0,5,5,12.2,4.21,0,0,0.0,60.0,3,3,40.0,9,75.0,2,0.36,4,,,,,65.4,82.8,70.1,,91.1,,,55.7,,,,0,0,10,44.4,0.0,89.6,0.0,0,4,0,0,0,0,0.0,45,9.0
Kris Brown,105558,QB,MONTANA,2,3.15,3.15,,,12,232,50.0,4,4,2.3,2.05,0,0,0.0,50.0,2,0,0.0,4,33.3,0,-0.03,2,,,,,63.3,41.0,67.4,,41.3,,,,,,,0,0,4,50.0,,67.7,0.0,0,0,0,0,0,0,0.0,23,5.8,75.0,8,8,11.9,3.7,0,0,0.0,75.0,6,3,0.0,8,66.7,0,0.77,5,,,,,64.9,69.8,69.5,,69.4,,,,,,,0,0,8,75.0,0.0,150.5,0.0,0,0,0,0,1,0,0.0,89,11.1
Tylik Bethea,108957,QB,DELWARE ST,1,2.36,2.28,2.6,,12,152,83.3,6,6,2.0,1.83,0,0,0.0,83.3,5,1,0.0,7,58.3,0,-0.71,1,,,,,64.6,58.3,69.1,,58.1,,,,,,,0,0,7,28.6,100.0,86.1,14.3,1,0,0,0,0,0,0.0,28,4.7,0.0,3,3,13.7,3.1,0,0,0.0,0.0,0,2,,5,41.7,0,-1.48,0,,,,,64.2,36.6,68.6,,36.9,,,,,,,0,0,6,0.0,100.0,39.6,40.0,2,0,0,0,0,0,0.0,0,0.0
Jacob Zeno,98014,QB,BAYLOR,1,2.67,2.3,2.9,3.57,12,118,66.7,6,6,3.3,2.0,0,0,0.0,66.7,4,0,0.0,6,50.0,0,-0.42,1,,,,,64.2,57.7,68.6,,57.6,,,,,,,0,0,6,16.7,,70.1,0.0,0,0,0,0,0,0,0.0,10,1.7,100.0,1,2,-4.0,3.33,0,0,0.0,50.0,1,3,0.0,6,50.0,0,-0.6,1,,,,,64.2,54.8,68.6,,56.4,,,58.0,,,,0,0,6,33.3,33.3,60.4,16.7,1,3,0,1,0,0,0.0,8,4.0
Jy Tolen,132427,QB,GARD-WEBB,2,2.32,2.21,3.2,2.5,12,171,66.7,6,6,-0.3,1.9,0,0,0.0,66.7,4,0,0.0,6,50.0,0,-0.32,0,,,,,64.2,57.6,68.6,,57.5,,,,,,,0,0,6,33.3,,70.1,0.0,0,0,0,0,0,0,0.0,5,0.8,50.0,4,4,8.5,2.73,0,0,0.0,0.0,0,3,100.0,6,50.0,2,-0.81,1,,,,,64.2,42.5,68.6,,33.3,,,64.3,,,,0,1,6,16.7,33.3,0.0,16.7,1,1,0,0,0,1,16.7,0,0.0
Tommy Bryant,78466,QB,KENNESAW,3,3.38,2.61,3.5,4.7,12,200,50.0,2,3,13.5,1.93,0,0,0.0,33.3,1,1,0.0,3,25.0,0,-0.04,1,,,,,62.7,34.7,66.6,,35.1,,,,,,,1,0,3,33.3,0.0,61.8,0.0,0,0,0,0,0,2,66.7,23,7.7,75.0,4,4,14.8,3.87,0,1,25.0,75.0,3,4,0.0,9,75.0,0,-0.16,5,,,,,65.4,82.5,70.1,,90.5,,,60.5,,,,0,1,10,55.6,25.0,77.1,11.1,1,4,0,0,0,0,0.0,81,20.3
