player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brendon Clark,102869,QB,NOTRE DAME,1,-33.33,0,3,258,50.0,2,3,21.0,2.0,0,0,0.0,33.3,1,2,0.0,3,100.0,0,-0.69,0,,,,,65.2,57.1,72.0,,58.5,,,58.2,,,1,0,4,0.0,0.0,42.4,0.0,0,0,0,0,0,0,0.0,7,2.3,50.0,2,3,21.0,2.0,0,0,0.0,33.3,1,2,0.0,3,100.0,0,-0.69,0,,,,,65.2,57.1,72.0,,58.5,,,58.2,,,1,0,4,0.0,0.0,42.4,0.0,0,0,0,0,0,0,0.0,7,2.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.33
Tyler Van Dyke,122225,QB,MIAMI FL,1,0.0,0,3,220,50.0,2,2,9.5,2.63,0,0,0.0,0.0,0,1,100.0,3,100.0,1,-1.07,0,,,,,62.7,71.5,67.4,,71.1,,,,,,0,0,3,0.0,100.0,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0,50.0,2,2,9.5,2.63,0,0,0.0,0.0,0,1,100.0,3,100.0,1,-1.07,0,,,,,62.7,71.5,67.4,,71.1,,,,,,0,0,3,0.0,100.0,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Nick Kargman,98022,QB,W MICHIGAN,1,-50.0,0,3,347,100.0,2,3,5.0,3.37,0,0,0.0,33.3,1,2,50.0,3,100.0,1,-0.86,1,,,,,63.3,51.0,71.8,,49.0,,,,,,0,0,4,33.3,0.0,42.4,0.0,0,0,0,1,0,0,0.0,4,1.3,100.0,2,2,5.0,2.4,0,0,0.0,50.0,1,1,50.0,2,66.7,1,-0.42,1,,,,,62.7,52.2,71.6,,50.2,,,,,,0,0,3,50.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,1,,5.3,0,0,0.0,0.0,0,1,,1,33.3,0,-1.73,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.0
Alex Padilla,86285,QB,IOWA,1,-50.0,0,3,192,50.0,2,2,8.5,3.37,0,0,0.0,50.0,1,2,0.0,3,100.0,0,0.4,1,,,,,66.6,69.2,72.0,,68.3,,,61.7,,,0,0,4,66.7,0.0,68.8,0.0,0,1,0,0,0,0,0.0,12,6.0,50.0,2,2,8.5,2.15,0,0,0.0,50.0,1,2,0.0,2,66.7,0,0.57,1,,,,,66.2,66.4,71.6,,57.7,,,64.8,,,0,0,2,50.0,0.0,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,,0,0,,5.8,0,0,0.0,,0,0,,1,33.3,0,0.08,0,,,,,61.8,66.7,65.5,,73.1,,,57.3,,,0,0,2,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-6.0
Rodney Thompson,60491,QB,N ILLINOIS,1,100.0,0,3,254,50.0,2,2,34.0,3.37,0,0,0.0,50.0,1,1,0.0,3,100.0,0,-1.21,1,,,,,20.5,52.1,71.2,,36.3,,,65.4,,,0,0,5,33.3,100.0,95.8,33.3,1,0,0,0,0,1,20.0,34,17.0,0.0,1,1,36.0,3.5,0,0,0.0,0.0,0,1,,2,66.7,0,-2.39,0,,,,,19.7,43.7,71.0,,27.2,,,65.4,,,0,0,4,0.0,100.0,39.6,50.0,1,0,0,0,0,1,25.0,0,0.0,100.0,1,1,32.0,3.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1.14,1,,,,,60.3,76.4,63.6,,75.7,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,34.0
Keytaon Thompson,60457,QB,VIRGINIA,4,-50.0,0,3,335,0.0,2,2,26.5,3.1,0,0,0.0,0.0,0,0,,2,66.7,0,-0.71,0,,,,49.8,80.7,64.9,84.4,,38.3,50.6,,79.5,,,0,0,3,0.0,,39.6,0.0,0,0,0,0,0,1,33.3,0,0.0,50.0,2,2,17.5,3.8,0,0,0.0,50.0,1,1,0.0,2,66.7,0,-0.75,0,,,,56.4,80.7,67.7,33.7,,38.6,55.7,,79.5,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,1,50.0,-3,-1.5,0.0,1,1,9.0,2.3,0,0,0.0,0.0,0,0,,1,33.3,0,-0.71,0,,,,,61.8,52.2,73.3,,55.5,52.3,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-9.0,3.7,0,0,0.0,100.0,1,1,0.0,1,33.3,0,-0.79,0,,,,70.7,63.7,66.6,0.0,,60.6,71.5,,,,,0,0,1,0.0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,1.5
Malik Williams,61121,WR,APP STATE,3,50.0,0,3,108,100.0,1,2,27.0,4.3,0,1,50.0,50.0,1,2,0.0,2,66.7,0,1.03,1,,59.5,60.0,65.1,72.3,67.8,84.9,,85.3,66.8,,57.5,60.0,,0,0,2,50.0,0.0,129.2,0.0,0,0,0,1,1,0,0.0,22,11.0,0.0,1,1,25.0,1.1,0,0,0.0,0.0,0,0,,1,33.3,0,-0.76,0,,59.5,60.0,68.6,71.5,62.6,84.8,,58.9,63.6,,57.5,60.0,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,2,27.0,4.3,0,1,50.0,50.0,1,2,0.0,2,66.7,0,1.03,1,,,,70.9,69.6,73.8,78.3,,85.3,71.0,,,,,0,0,2,50.0,0.0,129.2,0.0,0,0,0,1,1,0,0.0,22,11.0,0,0.0,1,1,25.0,1.1,0,0,0.0,0.0,0,0,,1,33.3,0,-0.76,0,,,,80.9,68.0,62.1,78.2,,58.9,66.7,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,11.0
Mikele Colasurdo,123851,QB,GA STATE,2,-33.33,0,3,175,50.0,2,3,18.5,3.47,0,0,0.0,33.3,1,2,0.0,3,100.0,0,-0.35,1,,,,,62.7,48.5,71.6,,46.1,,,,,,0,0,3,33.3,0.0,104.2,0.0,0,0,0,1,1,0,0.0,25,8.3,50.0,2,3,18.5,3.47,0,0,0.0,33.3,1,2,0.0,3,100.0,0,-0.35,1,,,,,62.7,48.5,71.6,,46.1,,,,,,0,0,3,33.3,0.0,104.2,0.0,0,0,0,1,1,0,0.0,25,8.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-8.33
Tyler Page,61631,WR,SMU,3,-50.0,0,3,287,33.3,3,3,19.7,4.17,0,0,0.0,33.3,1,1,0.0,3,100.0,0,0.84,1,,60.0,60.0,58.6,71.0,58.3,0.0,,58.7,60.8,,,60.0,,0,0,3,33.3,0.0,81.9,0.0,0,0,0,0,0,0,0.0,55,18.3,50.0,2,2,21.5,3.9,0,0,0.0,50.0,1,1,0.0,2,66.7,0,1.54,1,,60.0,60.0,70.0,71.4,62.2,0.0,,62.7,63.3,,,60.0,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,55,27.5,0.0,1,1,16.0,4.7,0,0,0.0,0.0,0,0,,1,33.3,0,-0.57,0,,,,67.8,68.8,62.9,0.0,,55.3,68.9,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,84.2,69.5,75.6,77.8,,,78.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-27.5
Jairus Grissom,77691,WR,E MICHIGAN,1,0.0,0,3,160,,0,0,,5.2,0,0,,,0,2,,3,100.0,0,-0.32,0,,,,,67.7,65.1,71.6,,60.0,,,64.5,,,0,0,3,33.3,50.0,0.0,33.3,1,2,0,0,0,0,0.0,0,,,0,0,,4.6,0,0,,,0,1,,2,66.7,0,0.01,0,,,,,67.6,66.8,71.3,,,,,64.5,,,0,0,2,50.0,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,,,0,0,,6.4,0,0,,,0,1,,1,33.3,0,-0.98,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Anthony Richardson,124393,QB,FLORIDA,2,-100.0,0,3,163,50.0,2,2,21.5,3.53,0,0,0.0,50.0,1,1,0.0,3,100.0,0,0.04,2,,,,,20.3,65.5,73.5,,63.2,59.5,,63.4,,,0,1,3,66.7,0.0,95.8,0.0,0,1,0,0,1,0,0.0,27,13.5,100.0,1,1,25.0,3.9,0,0,0.0,100.0,1,0,0.0,2,66.7,0,2.24,2,,,,,19.5,72.1,73.4,,76.2,59.5,,63.4,,,0,0,2,100.0,,158.3,0.0,0,1,0,0,1,0,0.0,27,27.0,0.0,1,1,18.0,2.8,0,0,0.0,0.0,0,1,,1,33.3,0,-4.36,0,,,,,60.3,46.8,63.6,,47.3,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-27.0
Chance Warren,77869,HB,NAVY,3,0.0,0,3,237,0.0,2,2,32.0,4.3,0,0,0.0,0.0,0,2,,3,100.0,0,-1.37,0,,60.0,60.0,56.8,47.9,60.6,85.5,,27.5,57.8,,66.5,60.0,,0,0,3,0.0,50.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0,0.0,1,1,32.0,4.15,0,0,0.0,0.0,0,1,,2,66.7,0,-1.6,0,,60.0,60.0,77.5,47.1,61.9,85.3,,28.2,56.0,,66.5,60.0,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,1,50.0,0,0.0,0.0,1,1,32.0,4.6,0,0,0.0,0.0,0,1,,1,33.3,0,-0.91,0,,,,24.9,62.4,54.7,74.1,,49.9,61.1,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,62.5,70.5,,,54.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Isaiah Bravo,100828,QB,UTEP,1,0.0,0,3,330,0.0,2,2,16.5,2.83,0,0,0.0,0.0,0,1,,3,100.0,0,-1.72,0,,,,,62.7,42.4,69.1,,45.9,,,57.0,,,0,0,3,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,1,1,29.0,3.45,0,0,0.0,0.0,0,1,,2,66.7,0,-2.04,0,,,,,61.8,47.0,68.6,,52.5,,,57.0,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,1,1,4.0,1.6,0,0,0.0,0.0,0,0,,1,33.3,0,-1.08,0,,,,,60.3,56.0,63.6,,56.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Will Spiers,45131,P,CLEMSON,1,-66.67,0,3,140,0.0,1,1,14.0,3.9,0,0,0.0,0.0,0,0,,1,33.3,0,-0.88,0,,,,,63.7,43.0,70.9,,33.8,,,62.7,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0,66.7,3,3,3.0,2.17,0,0,0.0,66.7,2,0,0.0,3,100.0,0,0.08,1,,,,,64.8,48.2,71.3,,39.4,,,62.7,,,0,0,3,33.3,,75.7,0.0,0,0,0,0,0,1,33.3,13,4.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-2.5,1.3,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0.57,1,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,-4.33
Thayer Thomas,61515,WR,NC STATE,3,-33.33,0,3,248,0.0,2,2,21.5,3.1,0,0,0.0,0.0,0,0,,2,66.7,0,-0.59,0,60.0,62.4,60.0,74.5,72.6,76.5,54.1,,34.6,78.7,,57.5,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,33.3,3,3,12.3,2.87,0,0,0.0,33.3,1,0,0.0,3,100.0,0,0.49,1,60.0,62.4,60.0,83.4,72.9,76.3,54.2,,37.7,78.9,,57.5,,,0,0,3,33.3,,112.5,0.0,0,0,0,0,1,1,33.3,31,10.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,53.4,66.2,59.6,76.4,,,61.1,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-6.0,2.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,2.66,1,,,,80.1,67.6,59.9,76.9,,60.4,62.5,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,31,31.0,-10.33
Paxton Brooks,82049,P,TENNESSEE,3,-66.67,0,3,307,100.0,3,3,3.7,3.4,0,0,0.0,66.7,2,1,33.3,3,100.0,1,1.14,1,,,,,62.7,73.8,75.6,,90.0,,,,,,0,0,3,33.3,0.0,103.5,0.0,0,0,0,0,0,0,0.0,33,11.0,100.0,3,3,3.7,3.4,0,0,0.0,66.7,2,1,33.3,3,100.0,1,1.14,1,,,,,62.7,73.8,75.6,,90.0,,,,,,0,0,3,33.3,0.0,103.5,0.0,0,0,0,0,0,0,0.0,33,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-11.0
Bryson Carroll,60479,HB,NEW MEXICO,2,0.0,0,3,241,100.0,1,1,24.0,2.95,0,0,0.0,100.0,1,1,0.0,2,66.7,0,0.87,1,,,,77.5,77.9,68.1,78.0,,73.8,69.5,,66.2,,,0,0,2,50.0,100.0,158.3,50.0,1,0,0,0,1,0,0.0,28,28.0,100.0,1,1,24.0,2.95,0,0,0.0,100.0,1,1,0.0,2,66.7,0,0.87,1,,,,79.3,77.9,68.3,77.7,,73.8,71.0,,66.2,,,0,0,2,50.0,100.0,158.3,50.0,1,0,0,0,1,0,0.0,28,28.0,100.0,1,1,-6.0,3.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,2.26,1,,,,66.7,62.4,66.1,70.3,,60.4,76.4,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0,0,100.0,1,1,-6.0,3.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,2.26,1,,,,73.1,64.6,67.5,67.1,,60.4,81.6,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0,-12.0
Calvin Turner Jr.,109028,HB,HAWAII,3,0.0,0,3,180,0.0,1,2,24.0,4.6,0,0,0.0,0.0,0,1,,3,100.0,0,-0.42,0,,,,31.2,66.6,72.9,65.6,,62.2,60.0,,83.6,,,0,0,4,33.3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,0.0,1,1,24.0,3.0,0,0,0.0,0.0,0,0,,1,33.3,0,-0.68,0,,,,42.4,66.5,69.4,63.3,,50.4,59.5,,83.0,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,5.4,0,0,0.0,0.0,0,1,,2,66.7,0,-0.29,0,,,,57.1,69.4,73.1,81.9,,72.2,71.8,,64.3,,,0,0,3,50.0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.9,69.5,63.4,79.9,,,70.6,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Nate Cox,60432,QB,NEVADA,1,-50.0,0,3,239,50.0,2,2,10.5,3.43,0,0,0.0,50.0,1,1,0.0,3,100.0,0,-0.18,1,,,,,64.8,43.3,76.0,,37.2,,,55.9,,,0,0,3,33.3,0.0,64.6,0.0,0,1,0,0,0,1,33.3,10,5.0,50.0,2,2,10.5,3.43,0,0,0.0,50.0,1,1,0.0,3,100.0,0,-0.18,1,,,,,64.8,43.3,76.0,,37.2,,,55.9,,,0,0,3,33.3,0.0,64.6,0.0,0,1,0,0,0,1,33.3,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-5.0
Jacob Sirmon,83590,QB,WASHINGTON,1,-100.0,0,3,340,100.0,1,1,6.0,3.9,0,0,0.0,100.0,1,0,0.0,3,100.0,0,-0.54,1,,,,,64.8,47.6,70.1,,60.9,,,50.6,,,0,0,3,33.3,,104.2,0.0,0,2,0,0,0,0,0.0,9,9.0,100.0,1,1,6.0,3.9,0,0,0.0,100.0,1,0,0.0,3,100.0,0,-0.54,1,,,,,64.8,47.6,70.1,,60.9,,,50.6,,,0,0,3,33.3,,104.2,0.0,0,2,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-9.0
Brevin Jordan,77887,WR,MIAMI FL,3,-100.0,0,2,220,,0,0,,5.8,0,0,0.0,,0,0,,1,50.0,0,-0.79,0,,,,72.1,72.2,74.8,58.4,,49.9,81.6,,60.4,,,0,0,2,0.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,1,1,-3.0,4.6,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.0,1,,,,77.8,71.6,75.1,86.0,,51.3,77.9,,60.4,,,0,0,3,50.0,,118.8,0.0,0,1,0,0,0,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,55.5,69.0,64.3,0.0,,,66.1,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,3.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.79,1,,,,61.0,67.6,65.1,77.9,,60.4,60.4,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,-15.0
Roshauud Paul,61714,WR,ARK STATE,2,0.0,0,2,113,100.0,2,2,13.0,4.65,0,0,0.0,100.0,2,2,0.0,2,100.0,0,2.14,2,,60.0,60.0,41.1,68.9,56.1,85.6,,83.6,53.4,,,60.0,,0,0,2,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,39,19.5,100.0,1,1,10.0,4.3,0,0,0.0,100.0,1,1,0.0,1,50.0,0,2.86,1,,60.0,60.0,37.6,66.9,58.4,83.9,,73.1,55.9,,,60.0,,0,0,1,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,22,22.0,100.0,1,1,16.0,5.0,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1.42,1,,,,41.2,67.3,56.3,81.5,,72.6,54.9,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,31.6,62.9,63.0,73.1,,,62.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-5.0
Myles Fells,57326,HB,NAVY,2,100.0,0,2,237,100.0,1,1,5.0,3.6,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.88,1,,,,70.7,40.6,61.8,32.7,,73.5,63.1,,64.4,,,0,0,2,50.0,,95.8,0.0,0,1,0,0,0,0,0.0,7,7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,40.3,60.0,32.5,,,63.0,,66.1,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,5.0,3.6,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.88,1,,,,,61.8,67.8,72.5,,73.5,55.0,,57.3,,,0,0,2,50.0,,95.8,0.0,0,1,0,0,0,0,0.0,7,7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,56.1,69.5,,,56.1,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,7.0
Shi Smith,61643,WR,S CAROLINA,2,0.0,0,2,289,0.0,2,2,9.5,3.25,0,0,0.0,0.0,0,1,,2,100.0,0,-0.75,0,,,,49.6,74.5,73.8,56.4,,42.7,76.3,,60.4,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,12.0,3.0,0,0,0.0,0.0,0,1,,1,50.0,0,-0.72,0,,,,60.5,74.9,74.7,55.3,,55.3,76.8,,60.4,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,7.0,3.5,0,0,0.0,0.0,0,0,,1,50.0,0,-0.78,0,,,,68.7,69.1,77.1,77.4,,45.8,78.7,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,85.9,70.2,80.0,76.9,,,79.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
