player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Larry Brihm,28131,QB,BETH COOK,1,3.3,2.93,,4.8,5,119,50.0,2,2,5.0,2.3,0,0,0.0,50.0,1,1,0.0,2,40.0,0,-0.71,0,,,,,61.8,53.5,65.5,,53.6,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,50.0,2,2,15.5,3.97,0,0,0.0,50.0,1,1,0.0,3,60.0,0,-1.08,1,,,,,62.7,30.0,66.6,,32.6,,,57.0,,,0,1,3,33.3,0.0,37.5,0.0,0,1,0,0,0,1,33.3,16,8.0
Kelvin White,20028,TE,ARMY,3,4.84,5.17,,4.35,5,114,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,33.3,3,3,40.0,4.84,0,1,25.0,33.3,1,3,0.0,5,100.0,0,0.7,2,,,,,64.2,82.4,68.6,,72.5,,,71.1,,,0,0,6,60.0,0.0,66.0,0.0,0,2,0,0,0,0,0.0,26,8.7
Thomas Sperbeck,47487,WR,BOISE ST,5,5.12,5.1,,5.13,5,120,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,4.0,5.12,0,0,0.0,50.0,1,1,0.0,5,100.0,0,0.76,2,,,,,63.8,73.5,70.5,,69.3,62.3,,67.0,,,0,0,5,60.0,0.0,95.8,0.0,0,3,0,1,1,0,0.0,4,2.0
Damion Hobbs,46427,QB,UTAH ST,3,2.7,2.7,,,5,329,100.0,1,1,1.0,2.1,0,0,0.0,100.0,1,0,0.0,1,20.0,0,-2.27,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,75.0,4,4,17.0,2.85,0,1,25.0,75.0,3,1,0.0,4,80.0,0,1.18,3,,,,,63.3,92.8,67.4,,92.5,,,,,,0,0,4,75.0,0.0,156.3,0.0,0,0,0,0,1,0,0.0,71,17.8
Lamar Raynard,37718,QB,NC A&T,1,2.92,2.53,3.1,3.9,5,246,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,10.7,2.92,0,1,25.0,66.7,2,4,0.0,5,100.0,0,0.35,1,,,,,64.2,63.3,68.6,,67.9,,,57.3,,,0,0,6,20.0,25.0,149.3,20.0,1,1,0,0,1,0,0.0,40,13.3
Ellis Knudson,46579,QB,TOWSON,1,2.36,2.36,,,5,317,100.0,3,4,6.3,2.03,1,0,0.0,50.0,2,0,33.3,4,80.0,1,0.02,1,,,,,63.3,72.7,67.4,,72.4,,,,,,0,0,4,50.0,,60.4,0.0,0,0,0,0,0,0,0.0,16,4.0,0.0,1,1,29.0,3.7,0,0,0.0,0.0,0,1,,1,20.0,0,-0.92,0,,,,,60.3,50.5,63.6,,50.8,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tyler Wiegers,35825,QB,IOWA,3,2.52,2.55,2.4,,5,192,100.0,2,2,-0.5,1.83,0,0,0.0,100.0,2,2,0.0,3,60.0,0,-0.11,1,,,,,62.7,60.3,66.6,,60.2,,,,,,0,0,3,33.3,50.0,87.5,33.3,1,0,0,0,0,0,0.0,10,5.0,50.0,2,2,5.0,3.55,0,0,0.0,50.0,1,1,0.0,2,40.0,0,0.67,1,,,,,61.8,55.5,65.5,,55.6,,,,,,0,0,2,50.0,0.0,89.6,0.0,0,0,0,0,0,0,0.0,22,11.0
Brandon Wimbush,35595,QB,NOTRE DAME,1,2.1,2.1,,,5,258,100.0,3,3,3.3,1.7,0,0,0.0,100.0,3,0,0.0,3,60.0,0,-0.21,0,,,,,62.7,77.9,66.6,,77.3,,,,,,0,0,3,66.7,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,50.0,2,2,32.5,2.7,0,1,33.3,0.0,0,0,100.0,2,40.0,1,-0.69,0,,,,,62.7,76.4,66.6,,75.9,,,,,,0,0,3,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Elijah Staley,29280,QB,MISS STATE,2,2.02,2.02,,,5,227,66.7,3,3,1.0,1.37,0,0,0.0,66.7,2,0,0.0,3,60.0,0,-0.97,1,,,,,62.7,59.3,66.6,,59.2,,,,,,0,0,3,33.3,,77.1,0.0,0,0,0,0,0,0,0.0,14,4.7,50.0,2,2,26.0,3.0,0,1,50.0,50.0,1,0,0.0,2,40.0,0,1.22,1,,,,,61.8,75.0,65.5,,74.5,,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,37,18.5
Chris McCormick,24193,QB,NEW HAMP,1,4.38,4.0,,5.5,4,240,0.0,1,1,-5.0,1.8,0,0,0.0,0.0,0,0,,1,25.0,0,-1.13,0,,,,,60.3,56.0,63.6,,56.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,13.5,5.23,0,0,0.0,0.0,0,2,,3,75.0,0,-0.16,1,,,,,62.7,48.1,66.6,,37.8,,,64.2,,,0,0,3,33.3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Josh Grady,16418,WR,FLORIDA,3,1.63,1.63,,,4,163,66.7,3,3,-0.7,1.3,0,0,0.0,66.7,2,0,0.0,3,75.0,0,-0.21,1,,,,,62.7,56.2,66.6,,56.1,,,,,,0,0,3,33.3,,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3,100.0,1,1,1.0,2.6,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0.58,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Landry Klann,21204,QB,NICHOLLS,2,3.1,3.05,3.15,,4,243,0.0,1,1,5.0,2.0,0,0,0.0,0.0,0,0,,1,25.0,0,-1.14,0,,,,,60.3,56.0,63.6,,56.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,3.47,0,0,0.0,0.0,0,3,,3,75.0,0,-2.21,0,,,,,10.7,26.7,67.4,,26.9,,,,,,0,0,4,0.0,66.7,39.6,66.7,2,0,0,1,0,1,25.0,0,0.0
Alejandro Bennifield,26140,QB,CHATTNOOGA,1,2.43,2.43,,,4,137,100.0,2,2,1.0,1.9,0,0,0.0,100.0,2,1,0.0,2,50.0,0,0.05,1,,,,,61.8,62.2,65.3,,62.3,,,,,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,0.0,2,2,22.0,2.95,0,0,0.0,0.0,0,0,,2,50.0,0,-0.74,0,,,,,61.8,44.4,65.5,,44.8,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chad Leckington,26919,QB,WEBER ST,1,2.75,2.75,,,4,342,100.0,2,2,3.0,1.8,0,0,0.0,100.0,2,1,0.0,2,50.0,0,-1.09,0,,,,,61.8,62.3,65.5,,62.1,,,,,,0,0,2,50.0,0.0,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,100.0,1,2,18.0,3.7,0,0,0.0,50.0,1,1,0.0,2,50.0,0,1.41,1,,,,,61.8,73.5,65.5,,73.0,,,,,,0,0,2,50.0,0.0,81.3,0.0,0,0,0,1,0,0,0.0,18,9.0
Cameron Birse,45341,QB,ARK STATE,2,1.78,1.78,,,4,113,100.0,4,4,1.0,1.78,0,0,0.0,100.0,4,0,0.0,4,100.0,0,1.25,3,,,,,63.8,71.8,68.1,,71.4,,,,,,0,0,5,75.0,,105.2,0.0,0,0,0,0,0,0,0.0,37,9.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Brandon Goodson,27744,QB,WOFFORD,1,2.53,2.53,,,4,350,50.0,2,2,9.0,2.05,0,0,0.0,50.0,1,1,0.0,2,50.0,0,-0.92,0,,,,,61.8,57.9,65.5,,57.9,,,,,,0,0,2,50.0,0.0,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0,50.0,2,2,3.5,3.0,0,0,0.0,0.0,0,2,100.0,2,50.0,1,-0.98,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tyler Boyd,10689,WR,PITTSBURGH,4,3.48,3.3,,4.0,4,268,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,21.3,3.48,0,1,33.3,66.7,2,4,0.0,4,100.0,0,0.77,2,,,,,63.3,74.5,69.3,,83.9,,,57.0,,,0,0,4,50.0,0.0,109.7,0.0,0,1,0,0,0,0,0.0,67,22.3
Johnny Jefferson,28170,HB,BAYLOR,2,2.45,2.45,,,4,118,100.0,1,2,0.0,1.8,1,0,0.0,50.0,1,0,0.0,2,50.0,0,1.41,1,,,,,61.8,58.3,65.5,,58.3,,,,,,0,0,2,50.0,,93.8,0.0,0,0,0,0,0,0,0.0,24,12.0,50.0,2,2,23.0,3.1,0,0,0.0,0.0,0,1,100.0,2,50.0,1,-0.47,0,,,,,61.8,40.1,65.5,,40.6,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Luke Wright,31682,QB,CINCINNATI,2,3.05,2.13,5.8,,4,138,50.0,2,2,-2.0,1.85,0,0,0.0,50.0,1,0,0.0,2,50.0,0,-0.06,1,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,50.0,,77.1,0.0,0,0,0,0,0,0,0.0,16,8.0,0.0,1,1,8.0,4.25,0,0,0.0,0.0,0,1,,2,50.0,0,-0.99,0,,,,,61.8,34.9,65.5,,35.6,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Price Wilson,28774,QB,LA TECH,1,3.28,2.4,,5.9,4,208,0.0,1,1,17.0,2.0,0,0,0.0,0.0,0,0,,1,25.0,0,-0.82,0,,,,,60.3,46.8,63.6,,47.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,16.5,3.7,0,0,0.0,50.0,1,2,0.0,3,75.0,0,0.04,1,,,,,62.7,68.9,66.6,,61.0,,,64.2,,,0,0,3,33.3,0.0,95.8,0.0,0,1,0,0,0,0,0.0,30,15.0
Kolney Cassel,29831,QB,SACRAMENTO,1,2.58,2.2,2.95,,4,279,100.0,1,1,-6.0,1.5,0,0,0.0,100.0,1,0,0.0,1,25.0,0,-0.02,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,0.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,9.0,2.93,0,0,0.0,100.0,1,2,0.0,3,75.0,0,-0.49,1,,,,,62.7,66.8,66.6,,66.6,,,,,,0,0,3,33.3,100.0,118.8,66.7,2,0,0,0,0,0,0.0,13,13.0
P.J. Blazejowski,46459,QB,FURMAN,1,2.48,2.48,,,4,170,100.0,1,2,10.0,1.65,1,0,0.0,50.0,1,1,0.0,2,50.0,0,0.53,1,,,,,61.8,70.5,65.5,,70.1,,,,,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,27,13.5,100.0,2,2,8.0,3.3,0,0,0.0,50.0,1,1,50.0,2,50.0,1,0.07,0,,,,,61.8,56.0,65.5,,56.0,,,,,,0,0,2,50.0,0.0,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5
Luke Turner,19141,HB,RICE,3,1.87,1.87,,,3,275,66.7,3,3,6.7,1.87,0,0,0.0,66.7,2,0,0.0,3,100.0,0,0.72,1,,,,,62.7,61.4,66.6,,61.3,,,,,,0,0,3,66.7,,113.9,0.0,0,0,0,0,1,0,0.0,12,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Kieran McDonagh,21282,QB,PORTLAND,1,2.6,2.6,,,3,269,100.0,1,1,5.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0.89,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,50.0,2,2,15.0,3.2,0,0,0.0,50.0,1,0,0.0,2,66.7,0,-0.9,0,,,,,61.8,27.2,66.1,,28.2,,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,1,50.0,25,12.5
Nick Scott,49012,HB,PENN STATE,3,3.9,3.25,,5.2,3,266,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,17.0,3.9,0,1,50.0,100.0,2,2,0.0,3,100.0,0,1.1,2,,,,,62.7,74.6,67.1,,88.3,,,57.0,,,0,0,3,66.7,0.0,158.3,0.0,0,1,0,0,1,0,0.0,46,23.0
Ryan Burbrink,17092,WR,BOWL GREEN,2,3.13,3.13,,,3,122,0.0,1,1,23.0,2.0,0,0,0.0,0.0,0,1,,1,33.3,0,-0.88,0,,,,,60.3,48.4,63.9,,50.4,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,2,-6.0,3.7,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0.82,1,,,,,61.8,58.1,65.9,,58.3,,,,,,0,0,2,50.0,,77.1,0.0,0,0,0,1,0,0,0.0,16,8.0
Frank Nutile,26476,QB,TEMPLE,1,2.23,2.23,,,3,306,100.0,2,2,0.5,2.05,0,0,0.0,100.0,2,2,0.0,2,66.7,0,2.44,1,,,,,61.8,62.3,65.5,,62.1,,,,,,0,0,2,100.0,0.0,150.0,0.0,0,0,0,0,1,0,0.0,21,10.5,100.0,1,1,17.0,2.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,2.49,1,,,,,61.8,75.8,65.5,,75.3,,,,,,0,0,2,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Nate German,48095,WR,RICE,2,2.43,1.9,,3.5,3,275,100.0,1,2,0.0,1.9,0,0,0.0,50.0,1,1,0.0,2,66.7,0,0.25,1,,,,,61.8,58.7,66.8,,58.9,,,,,,0,0,2,50.0,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5,,0,0,,3.5,0,0,,,0,1,,1,33.3,0,4.71,1,,,,,60.3,81.3,63.6,,,,,69.3,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Hunter Fralick,29510,QB,NEVADA,1,2.57,2.57,,,3,239,0.0,1,1,0.0,1.5,0,0,0.0,0.0,0,0,,1,33.3,0,-0.54,0,,,,,60.3,56.9,63.6,,57.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,27.0,3.1,0,0,0.0,0.0,0,1,,2,66.7,0,-1.65,0,,,,,61.8,45.0,65.5,,45.3,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Terrel Hunt,17224,QB,SYRACUSE,1,3.7,2.65,,5.8,3,304,0.0,1,1,3.0,2.0,0,0,0.0,0.0,0,0,,1,33.3,0,-5.42,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,25.0,4.55,0,0,0.0,0.0,0,0,,2,66.7,0,-0.56,0,,,,,61.8,45.0,65.5,,51.4,,,57.0,,,0,0,2,0.0,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Cody Thomas,12913,QB,OKLAHOMA,2,2.23,2.23,,,3,261,50.0,2,2,6.5,2.05,0,0,0.0,50.0,1,1,0.0,2,66.7,0,-2.36,0,,,,,61.8,48.2,65.5,,48.4,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,-1,-0.5,0.0,1,1,11.0,2.6,0,0,0.0,0.0,0,0,,1,33.3,0,-1.02,0,,,,,60.3,53.5,63.6,,53.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tres Houston,17604,WR,ARK STATE,3,4.53,4.53,,,3,113,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,3,17.5,4.53,0,0,0.0,33.3,1,1,0.0,3,100.0,0,0.27,1,,,,,62.7,47.7,67.2,,45.6,,,,,,0,0,3,33.3,0.0,63.2,0.0,0,0,0,1,0,0,0.0,24,8.0
Bralon Addison,11013,WR,OREGON,3,5.4,4.6,4.8,6.8,3,264,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.4,0,0,0.0,0.0,0,2,,3,100.0,0,-0.37,1,,,,,12.5,57.2,70.0,,27.2,73.9,,63.7,,,0,0,5,33.3,50.0,39.6,33.3,1,1,0,1,0,1,20.0,0,0.0
Koy Detmer Jr.,33482,QB,BYU,1,1.87,1.87,,,3,128,100.0,2,2,5.0,1.4,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1.4,1,,,,,61.8,76.1,65.5,,75.5,,,,,,0,0,2,50.0,,118.8,0.0,0,0,0,0,0,0,0.0,51,25.5,100.0,1,1,6.0,2.8,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0.29,0,,,,,60.3,60.4,63.6,,60.4,,,,,,0,0,1,100.0,0.0,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
Gunnar Holcombe,46409,QB,MARSHALL,1,2.23,2.23,,,3,214,100.0,1,1,-1.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1.26,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0.0,2,2,29.0,2.65,0,0,0.0,0.0,0,0,,2,66.7,0,-2.57,0,,,,,61.8,26.5,65.5,,26.9,,,,,,0,1,2,0.0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Da'Vaun Johnson,45648,QB,HOWARD,2,2.33,2.33,,,3,184,100.0,2,2,-4.0,2.1,0,0,0.0,100.0,2,1,0.0,2,66.7,0,0.71,1,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,0.0,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,0.0,1,1,2.0,2.8,0,0,0.0,0.0,0,1,,1,33.3,0,-0.25,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dalton Douglas,30153,QB,S DAK ST,1,2.03,2.03,,,3,292,0.0,3,3,20.3,2.03,0,0,0.0,0.0,0,1,,3,100.0,0,-0.89,0,,,,,62.7,35.8,66.6,,36.3,,,,,,0,0,3,0.0,0.0,39.6,0.0,0,0,0,0,0,1,33.3,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Garrett Anderson,26080,HB,UCONN,2,2.4,2.55,2.1,,3,146,100.0,1,1,8.0,1.75,0,0,0.0,100.0,1,1,0.0,2,66.7,0,-1.06,0,,,,,61.8,58.5,65.5,,58.5,,,,,,0,0,2,50.0,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0,100.0,1,1,40.0,3.7,0,0,0.0,100.0,1,1,0.0,1,33.3,0,4.19,1,,,,,60.3,72.0,62.7,,75.9,,,,,,0,0,1,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,45,45.0
Austin Allen,46542,QB,ARKANSAS,2,3.23,3.23,,,3,111,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,33.3,3,3,20.3,3.23,0,0,0.0,33.3,1,0,0.0,3,100.0,0,0.39,1,,,,,62.7,64.4,66.6,,64.2,,,,,,0,0,3,33.3,,118.1,0.0,0,0,0,0,1,0,0.0,35,11.7
Laquon Treadwell,10657,WR,OLE MISS,2,7.6,7.7,7.5,,2,226,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,7.6,0,0,0.0,100.0,1,2,0.0,2,100.0,0,-0.13,1,,,,,61.8,93.8,68.9,,70.1,91.3,,,,,0,0,2,50.0,50.0,118.8,50.0,1,0,0,0,0,0,0.0,21,21.0
Bobby Swigert,18029,WR,BOSTON COL,2,5.55,,6.1,5.0,2,121,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.55,0,0,,,0,1,,2,100.0,0,0.01,0,,,,,61.8,50.4,66.2,,60.0,,,57.3,,,0,0,2,50.0,100.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Kyle Romano,20095,QB,E KENTUCKY,1,1.55,1.55,,,2,159,100.0,2,2,-4.5,1.55,0,0,0.0,100.0,2,1,0.0,2,100.0,0,-1.29,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,0.0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-2,-1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Devin Chafin,22528,HB,BAYLOR,1,0.85,0.85,,,2,118,100.0,2,2,-5.0,0.85,0,0,0.0,50.0,1,0,50.0,2,100.0,1,-0.27,0,,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
John Christopher,16629,WR,TEMPLE,3,4.05,4.05,,,2,306,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,12.0,4.05,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0.21,1,,,,,62.7,68.5,67.7,,81.2,54.0,,,,,0,0,3,50.0,,95.8,0.0,0,0,0,1,0,0,0.0,25,12.5
Tyrell Goodman,16596,WR,AKRON,3,4.9,3.2,6.6,,2,102,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,6.0,4.9,0,0,0.0,100.0,1,2,0.0,2,100.0,0,0.91,1,,,,,62.7,57.1,67.1,,56.8,,,,,,0,0,3,50.0,50.0,158.3,50.0,1,0,0,0,1,0,0.0,14,14.0
Dan Monteroso,23644,WR,PURDUE,2,4.9,5.6,,4.2,2,273,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.9,0,0,0.0,0.0,0,1,,2,100.0,0,-0.58,0,,,,,61.8,50.4,66.6,,60.0,,,57.3,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Mike Fafaul,23735,QB,UCLA,1,2.0,2.0,,,2,324,100.0,2,2,8.5,2.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1.03,1,,,,,61.8,76.1,65.5,,75.5,,,,,,0,0,2,100.0,,110.4,0.0,0,0,0,0,0,0,0.0,21,10.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Gil Rivera,24925,QB,DELWARE ST,1,2.85,2.85,,,2,152,0.0,1,1,1.0,2.4,0,0,0.0,0.0,0,1,,1,50.0,0,-2.96,0,,,,,60.3,53.9,63.6,,54.4,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,3.0,3.3,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-1.55,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Willson,13759,QB,SAN DIEGO,1,3.3,2.4,4.2,,2,283,0.0,1,1,33.0,2.4,0,0,0.0,0.0,0,0,,1,50.0,0,-0.95,0,,,,,60.3,49.6,63.6,,49.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.2,0,0,,,0,1,,1,50.0,0,-1.75,0,,,,,60.3,34.2,67.5,,60.0,51.0,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Drew Eckels,27245,QB,W KENTUCKY,1,2.4,1.8,3.0,,2,346,100.0,1,1,3.0,1.8,0,0,0.0,100.0,1,1,0.0,1,50.0,0,-0.13,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,0.0,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,,0,0,,3.0,0,0,,,0,1,,1,50.0,0,-2.11,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
